term,step,estimate,lambda,dev.ratio
JobRole_Laboratory.Technician,97,-0.7196961692207801,0.011690537822500678,0.35146768034404935
EducationField_Human.Resources,98,-0.7176909224254545,0.010651982662822088,0.3525440401067922
OverTime_No,84,0.7164969802806286,0.03918203755679407,0.32600871065873394
JobRole_Sales.Representative,89,-0.7158062069894765,0.024607461514156204,0.3387857836774415
OverTime_Yes,84,-0.7156782606485169,0.03918203755679407,0.32600871065873394
BusinessTravel_Non.Travel,87,0.7131975605451892,0.029639774510582882,0.3342002285797351
EducationField_Human.Resources,97,-0.7097735704152426,0.011690537822500678,0.35146768034404935
JobRole_Sales.Representative,88,-0.7056081463636249,0.027006658633704324,0.33657437421617786
JobRole_Laboratory.Technician,96,-0.704794341029197,0.012830350828144373,0.35029496581932634
OverTime_No,83,0.7019352856257581,0.04300223784808405,0.32289698885976165
EducationField_Human.Resources,96,-0.7014717741660189,0.012830350828144373,0.35029496581932634
OverTime_Yes,83,-0.7013094692892068,0.04300223784808405,0.32289698885976165
JobRole_Sales.Representative,87,-0.6950089907125755,0.029639774510582882,0.3342002285797351
EducationField_Human.Resources,95,-0.692984380294997,0.01408129419473126,0.34901816324757234
BusinessTravel_Non.Travel,86,0.6912236899788047,0.032529615934857266,0.33165302277616854
JobRole_Laboratory.Technician,95,-0.6896048859889516,0.01408129419473126,0.34901816324757234
JobRole_Research.Director,85,0.6883823285587617,0.0357012133304691,0.3289250107963617
OverTime_No,82,0.6870204533035532,0.04719490295171102,0.3195831771275536
OverTime_Yes,82,-0.6865468931669839,0.04719490295171102,0.3195831771275536
JobRole_Sales.Representative,86,-0.6841849706880341,0.032529615934857266,0.33165302277616854
EducationField_Human.Resources,94,-0.6837803888470377,0.015454202995262095,0.3476323679042937
BusinessTravel_Travel_Frequently,100,-0.6822123632588493,0.008843463142112108,0.35443528922548545
JobRole_Laboratory.Technician,94,-0.6743568774039121,0.015454202995262095,0.3476323679042937
BusinessTravel_Travel_Frequently,99,-0.6741558271438378,0.009705689881151381,0.35353045399695915
EducationField_Human.Resources,93,-0.6741308565041688,0.01696096870897924,0.34612886181282204
JobRole_Sales.Representative,85,-0.6731417223786252,0.0357012133304691,0.3289250107963617
OverTime_No,81,0.6719390849956295,0.051796347727067434,0.316064069827691
OverTime_Yes,81,-0.6713054463259154,0.051796347727067434,0.316064069827691
BusinessTravel_Non.Travel,85,0.6690713695536384,0.0357012133304691,0.3289250107963617
BusinessTravel_Travel_Frequently,98,-0.6657993622868341,0.010651982662822088,0.3525440401067922
EducationField_Human.Resources,92,-0.6640296294445324,0.01861464221967107,0.344500061431348
JobRole_Sales.Representative,84,-0.6618842864832236,0.03918203755679407,0.32600871065873394
JobRole_Laboratory.Technician,93,-0.6589450092822132,0.01696096870897924,0.34612886181282204
JobRole_Research.Director,84,0.6571664052212606,0.03918203755679407,0.32600871065873394
BusinessTravel_Travel_Frequently,97,-0.6570414032045611,0.011690537822500678,0.35146768034404935
OverTime_No,80,0.6563054154355439,0.05684642768750557,0.3123275256589967
OverTime_Yes,80,-0.6558310611501251,0.05684642768750557,0.3123275256589967
EducationField_Human.Resources,91,-0.6534728716923683,0.020429546856183922,0.34273819803571226
JobRole_Sales.Representative,83,-0.6504174337642692,0.04300223784808405,0.32289698885976165
BusinessTravel_Travel_Frequently,96,-0.6478760293201782,0.012830350828144373,0.35029496581932634
BusinessTravel_Non.Travel,84,0.6467913457732732,0.03918203755679407,0.32600871065873394
JobRole_Laboratory.Technician,92,-0.6433776693801477,0.01861464221967107,0.344500061431348
EducationField_Human.Resources,90,-0.6424745285171574,0.0224214024542444,0.34083549706942634
OverTime_No,79,0.6403586565260617,0.06238888420972765,0.3083722059616063
OverTime_Yes,79,-0.6400078186039854,0.06238888420972765,0.3083722059616063
JobRole_Sales.Representative,82,-0.6387467582357029,0.04719490295171102,0.3195831771275536
BusinessTravel_Travel_Frequently,95,-0.6382441613795601,0.01408129419473126,0.34901816324757234
EducationField_Human.Resources,89,-0.6313439540942937,0.024607461514156204,0.3387857836774415
BusinessTravel_Travel_Frequently,94,-0.6283041415851696,0.015454202995262095,0.3476323679042937
JobRole_Laboratory.Technician,91,-0.6276635053563198,0.020429546856183922,0.34273819803571226
JobRole_Research.Director,83,0.627031523638869,0.04300223784808405,0.32289698885976165
JobRole_Sales.Representative,81,-0.6268375313274471,0.051796347727067434,0.316064069827691
BusinessTravel_Non.Travel,83,0.6244351556671068,0.04300223784808405,0.32289698885976165
OverTime_No,78,0.6241129822797638,0.06847172340066532,0.30419410135566793
OverTime_Yes,78,-0.6238552663003354,0.06847172340066532,0.30419410135566793
EducationField_Human.Resources,88,-0.6190692028628496,0.027006658633704324,0.33657437421617786
BusinessTravel_Travel_Frequently,93,-0.6179761555970759,0.01696096870897924,0.34612886181282204
JobRole_Sales.Representative,80,-0.614788931374783,0.05684642768750557,0.3123275256589967
JobRole_Human.Resources,100,-0.6140458539548295,0.008843463142112108,0.35443528922548545
JobRole_Laboratory.Technician,90,-0.6118174221678474,0.0224214024542444,0.34083549706942634
OverTime_No,77,0.6075838170483885,0.07514763190341218,0.29979010201004386
OverTime_Yes,77,-0.6073943397318583,0.07514763190341218,0.29979010201004386
BusinessTravel_Travel_Frequently,92,-0.607269040315264,0.01861464221967107,0.344500061431348
EducationField_Human.Resources,87,-0.6067045142875137,0.029639774510582882,0.3342002285797351
JobRole_Sales.Representative,79,-0.6025475886384128,0.06238888420972765,0.3083722059616063
BusinessTravel_Non.Travel,82,0.6020548533295628,0.04719490295171102,0.3195831771275536
JobRole_Research.Director,82,0.5979744741564649,0.04719490295171102,0.3195831771275536
BusinessTravel_Travel_Frequently,91,-0.5961937791394569,0.020429546856183922,0.34273819803571226
JobRole_Laboratory.Technician,89,-0.5958238803615584,0.024607461514156204,0.3387857836774415
EducationField_Human.Resources,86,-0.5939065357448434,0.032529615934857266,0.33165302277616854
EducationField_Technical.Degree,100,-0.5911412022860801,0.008843463142112108,0.35443528922548545
OverTime_No,76,0.5907881370870134,0.08247443324372147,0.29515809049346203
OverTime_Yes,76,-0.5906473283099887,0.08247443324372147,0.29515809049346203
JobRole_Sales.Representative,78,-0.5901184246308829,0.06847172340066532,0.30419410135566793
BusinessTravel_Travel_Frequently,90,-0.5847623417298686,0.0224214024542444,0.34083549706942634
EducationField_Technical.Degree,99,-0.5838615204145883,0.009705689881151381,0.35353045399695915
JobRole_Human.Resources,99,-0.5815904285827065,0.009705689881151381,0.35353045399695915
EducationField_Human.Resources,85,-0.5806891383361208,0.0357012133304691,0.3289250107963617
JobRole_Laboratory.Technician,88,-0.5797546134800099,0.027006658633704324,0.33657437421617786
BusinessTravel_Non.Travel,81,0.57972180822817,0.051796347727067434,0.316064069827691
JobRole_Sales.Representative,77,-0.5775066756644919,0.07514763190341218,0.29979010201004386
EducationField_Technical.Degree,98,-0.5762864899602476,0.010651982662822088,0.3525440401067922
OverTime_No,75,0.5737447681115241,0.09051558866972378,0.2902970347206943
OverTime_Yes,75,-0.5736378896967302,0.09051558866972378,0.2902970347206943
BusinessTravel_Travel_Frequently,89,-0.5729557066808549,0.024607461514156204,0.3387857836774415
JobRole_Research.Director,81,0.5700480455072132,0.051796347727067434,0.316064069827691
EducationField_Technical.Degree,97,-0.5683843566516092,0.011690537822500678,0.35146768034404935
EducationField_Human.Resources,84,-0.5670693046856068,0.03918203755679407,0.32600871065873394
JobRole_Sales.Representative,76,-0.5647176900810413,0.08247443324372147,0.29515809049346203
JobRole_Laboratory.Technician,87,-0.5635669330019312,0.029639774510582882,0.3342002285797351
BusinessTravel_Travel_Frequently,88,-0.560899146679843,0.027006658633704324,0.33657437421617786
EducationField_Technical.Degree,96,-0.5601494753502269,0.012830350828144373,0.35029496581932634
BusinessTravel_Non.Travel,80,0.557441517764026,0.05684642768750557,0.3123275256589967
OverTime_No,74,0.556474605827143,0.0993407468228991,0.2852070720866199
OverTime_Yes,74,-0.556391096833652,0.0993407468228991,0.2852070720866199
EducationField_Human.Resources,83,-0.5530669863327856,0.04300223784808405,0.32289698885976165
JobRole_Human.Resources,98,-0.5525197802585159,0.010651982662822088,0.3525440401067922
JobRole_Sales.Representative,75,-0.5517566976319649,0.09051558866972378,0.2902970347206943
EducationField_Technical.Degree,95,-0.5515668187571865,0.01408129419473126,0.34901816324757234
BusinessTravel_Travel_Frequently,87,-0.5485004092066674,0.029639774510582882,0.3342002285797351
JobRole_Laboratory.Technician,86,-0.5472928509429875,0.032529615934857266,0.33165302277616854
JobRole_Manufacturing.Director,100,0.545307403340468,0.008843463142112108,0.35443528922548545
JobRole_Manufacturing.Director,99,0.5433433680623457,0.009705689881151381,0.35353045399695915
JobRole_Research.Director,80,0.5431210868896094,0.05684642768750557,0.3123275256589967
EducationField_Technical.Degree,94,-0.5426772780846201,0.015454202995262095,0.3476323679042937
JobRole_Manufacturing.Director,98,0.5406865241793547,0.010651982662822088,0.3525440401067922
OverTime_No,73,0.5390281011167761,0.10902634700129,0.2798897828206845
OverTime_Yes,73,-0.5389234052007581,0.10902634700129,0.2798897828206845
EducationField_Human.Resources,82,-0.5387049883568382,0.04719490295171102,0.3195831771275536
JobRole_Sales.Representative,74,-0.5386286598250315,0.0993407468228991,0.2852070720866199
JobRole_Manufacturing.Director,97,0.5374669786097243,0.011690537822500678,0.35146768034404935
BusinessTravel_Travel_Frequently,86,-0.5358166710576766,0.032529615934857266,0.33165302277616854
BusinessTravel_Non.Travel,79,0.5352912342023244,0.06238888420972765,0.3083722059616063
JobRole_Manufacturing.Director,96,0.5336692832667371,0.012830350828144373,0.35029496581932634
EducationField_Technical.Degree,93,-0.5334558682122551,0.01696096870897924,0.34612886181282204
JobRole_Laboratory.Technician,85,-0.53094756791854,0.0357012133304691,0.3289250107963617
JobRole_Manufacturing.Director,95,0.5293787373787837,0.01408129419473126,0.34901816324757234
JobRole_Sales.Representative,73,-0.5253607909559912,0.10902634700129,0.2798897828206845
JobRole_Human.Resources,97,-0.5249064165094323,0.011690537822500678,0.35146768034404935
JobRole_Manufacturing.Director,94,0.5244082958841563,0.015454202995262095,0.3476323679042937
EducationField_Human.Resources,81,-0.5242057677816607,0.051796347727067434,0.316064069827691
EducationField_Technical.Degree,92,-0.5239042386479745,0.01861464221967107,0.344500061431348
BusinessTravel_Travel_Frequently,85,-0.5228691575776122,0.0357012133304691,0.3289250107963617
OverTime_No,72,0.5213645374339139,0.11965628124013335,0.27434710687085806
OverTime_Yes,72,-0.5212876947554393,0.11965628124013335,0.27434710687085806
JobRole_Manufacturing.Director,93,0.5188509384830632,0.01696096870897924,0.34612886181282204
JobRole_Research.Director,79,0.5172352010647674,0.06238888420972765,0.3083722059616063
JobRole_Laboratory.Technician,84,-0.5145475532282092,0.03918203755679407,0.32600871065873394
EducationField_Technical.Degree,91,-0.5140255321117545,0.020429546856183922,0.34273819803571226
BusinessTravel_Non.Travel,78,0.5133201701962187,0.06847172340066532,0.30419410135566793
JobRole_Manufacturing.Director,92,0.5127093652721202,0.01861464221967107,0.344500061431348
JobRole_Sales.Representative,72,-0.5119084047012634,0.11965628124013335,0.27434710687085806
MaritalStatus_Single,100,-0.5104895451110499,0.008843463142112108,0.35443528922548545
BusinessTravel_Travel_Frequently,84,-0.5096802234947494,0.03918203755679407,0.32600871065873394
EducationField_Human.Resources,80,-0.5091659789183619,0.05684642768750557,0.3123275256589967
MaritalStatus_Single,99,-0.506818435260331,0.009705689881151381,0.35353045399695915
JobRole_Manufacturing.Director,91,0.5059905806355383,0.020429546856183922,0.34273819803571226
EducationField_Technical.Degree,90,-0.5038236701774974,0.0224214024542444,0.34083549706942634
OverTime_No,71,0.5035559682976855,0.13132262094453628,0.2685840919729863
OverTime_Yes,71,-0.5034980309504427,0.13132262094453628,0.2685840919729863
MaritalStatus_Single,98,-0.5031510777801466,0.010651982662822088,0.3525440401067922
MaritalStatus_Single,97,-0.49928708252064496,0.011690537822500678,0.35146768034404935
JobRole_Manufacturing.Director,90,0.49870393058427137,0.0224214024542444,0.34083549706942634
JobRole_Human.Resources,96,-0.49861463620662577,0.012830350828144373,0.35029496581932634
JobRole_Sales.Representative,71,-0.4982995625677675,0.13132262094453628,0.2685840919729863
JobRole_Laboratory.Technician,83,-0.49811062017404223,0.04300223784808405,0.32289698885976165
BusinessTravel_Travel_Frequently,83,-0.49627317450086383,0.04300223784808405,0.32289698885976165
MaritalStatus_Single,96,-0.4952088095335702,0.012830350828144373,0.35029496581932634
EducationField_Human.Resources,79,-0.49385000534481216,0.06238888420972765,0.3083722059616063
EducationField_Technical.Degree,89,-0.4933022985943384,0.024607461514156204,0.3387857836774415
JobRole_Research.Director,78,0.4923744088433379,0.06847172340066532,0.30419410135566793
BusinessTravel_Non.Travel,77,0.49157591731052663,0.07514763190341218,0.29979010201004386
JobRole_Manufacturing.Director,89,0.49087780143970405,0.024607461514156204,0.3387857836774415
MaritalStatus_Single,95,-0.49073729759086687,0.01408129419473126,0.34901816324757234
JobRole_Manager,100,0.4873777775950326,0.008843463142112108,0.35443528922548545
MaritalStatus_Single,94,-0.48628246482491605,0.015454202995262095,0.3476323679042937
OverTime_No,70,0.48563226930712644,0.14412641436794113,0.26260639827158394
OverTime_Yes,70,-0.48558721327438903,0.14412641436794113,0.26260639827158394
JobRole_Sales.Representative,70,-0.4845392118802723,0.14412641436794113,0.26260639827158394
BusinessTravel_Travel_Frequently,82,-0.4826722597036765,0.04719490295171102,0.3195831771275536
JobRole_Manufacturing.Director,88,0.48249279732276523,0.027006658633704324,0.33657437421617786
EducationField_Technical.Degree,88,-0.48248766471788035,0.027006658633704324,0.33657437421617786
JobRole_Laboratory.Technician,82,-0.48165501133699845,0.04719490295171102,0.3195831771275536
MaritalStatus_Single,93,-0.4816187884466703,0.01696096870897924,0.34612886181282204
EducationField_Other,100,0.48069777539608294,0.008843463142112108,0.35443528922548545
EducationField_Other,99,0.4791240500134516,0.009705689881151381,0.35353045399695915
EducationField_Human.Resources,78,-0.4782913833899636,0.06847172340066532,0.30419410135566793
EducationField_Other,98,0.47717820151697005,0.010651982662822088,0.3525440401067922
MaritalStatus_Single,92,-0.47674347851196824,0.01861464221967107,0.344500061431348
EducationField_Other,97,0.47489716604714244,0.011690537822500678,0.35146768034404935
JobRole_Manufacturing.Director,87,0.4736118061192669,0.029639774510582882,0.3342002285797351
JobRole_Human.Resources,95,-0.4723525915801113,0.01408129419473126,0.34901816324757234
EducationField_Other,96,0.47225511365005796,0.012830350828144373,0.35029496581932634
MaritalStatus_Single,91,-0.47165404059472954,0.020429546856183922,0.34273819803571226
EducationField_Technical.Degree,87,-0.4713716362253073,0.029639774510582882,0.3342002285797351
JobRole_Sales.Representative,69,-0.4706323633934857,0.15817856184375606,0.25642120490941533
BusinessTravel_Non.Travel,76,0.470104150879975,0.08247443324372147,0.29515809049346203
EducationField_Other,95,0.4692782767499091,0.01408129419473126,0.34901816324757234
BusinessTravel_Travel_Frequently,81,-0.46889861865954224,0.051796347727067434,0.316064069827691
JobRole_Research.Director,77,0.46852020141309997,0.07514763190341218,0.29979010201004386
OverTime_No,69,0.46762597088531316,0.15817856184375606,0.25642120490941533
OverTime_Yes,69,-0.4675899351223361,0.15817856184375606,0.25642120490941533
JobRole_Manager,99,0.46678396765391394,0.009705689881151381,0.35353045399695915
MaritalStatus_Single,90,-0.46634566047733,0.0224214024542444,0.34083549706942634
EducationField_Other,94,0.4658124641222712,0.015454202995262095,0.3476323679042937
JobRole_Laboratory.Technician,81,-0.4652063834186759,0.051796347727067434,0.316064069827691
JobRole_Manufacturing.Director,86,0.46424856214578886,0.032529615934857266,0.33165302277616854
EducationField_Human.Resources,77,-0.46252546164221287,0.07514763190341218,0.29979010201004386
EducationField_Other,93,0.4619029487190066,0.01696096870897924,0.34612886181282204
MaritalStatus_Single,89,-0.46064377855517014,0.024607461514156204,0.3387857836774415
EducationField_Technical.Degree,86,-0.4599751455928437,0.032529615934857266,0.33165302277616854
EducationField_Other,92,0.4575267901368036,0.01861464221967107,0.344500061431348
JobRole_Sales.Representative,68,-0.45658445798089686,0.1736007763509893,0.250037252376955
MaritalStatus_Single,88,-0.4550793866854032,0.027006658633704324,0.33657437421617786
BusinessTravel_Travel_Frequently,80,-0.45498401356163215,0.05684642768750557,0.3123275256589967
JobRole_Manufacturing.Director,85,0.4544340878137058,0.0357012133304691,0.3289250107963617
EducationField_Other,91,0.45266390869575035,0.020429546856183922,0.34273819803571226
OverTime_No,68,0.4495722147940388,0.1736007763509893,0.250037252376955
OverTime_Yes,68,-0.4495428347115225,0.1736007763509893,0.250037252376955
JobInvolvement,100,0.44924084715149026,0.008843463142112108,0.35443528922548545
JobRole_Human.Resources,94,-0.44911705667453933,0.015454202995262095,0.3476323679042937
MaritalStatus_Single,87,-0.4491129849239241,0.029639774510582882,0.3342002285797351
BusinessTravel_Non.Travel,75,0.44894837141975497,0.09051558866972378,0.2902970347206943
JobRole_Laboratory.Technician,80,-0.4487759436006779,0.05684642768750557,0.3123275256589967
EducationField_Technical.Degree,85,-0.448314718978446,0.0357012133304691,0.3289250107963617
EducationField_Other,90,0.4472983218669497,0.0224214024542444,0.34083549706942634
JobRole_Manager,98,0.4467946291157597,0.010651982662822088,0.3525440401067922
EducationField_Human.Resources,76,-0.4465892505999552,0.08247443324372147,0.29515809049346203
JobRole_Research.Director,76,0.44565156431045366,0.08247443324372147,0.29515809049346203
JobInvolvement,99,0.4454923502077736,0.009705689881151381,0.35353045399695915
JobRole_Manufacturing.Director,84,0.44420280411432034,0.03918203755679407,0.32600871065873394
MaritalStatus_Single,86,-0.4429232064486959,0.032529615934857266,0.33165302277616854
JobRole_Sales.Representative,67,-0.4424018470670158,0.1905266377338469,0.24346486972832568
JobInvolvement,98,0.44149496489168455,0.010651982662822088,0.3525440401067922
EducationField_Other,89,0.4414635234183293,0.024607461514156204,0.3387857836774415
BusinessTravel_Travel_Frequently,79,-0.4409505346494575,0.06238888420972765,0.3083722059616063
JobInvolvement,97,0.4372388792965071,0.011690537822500678,0.35146768034404935
MaritalStatus_Single,85,-0.43650872421165465,0.0357012133304691,0.3289250107963617
EducationField_Technical.Degree,84,-0.4364094665976814,0.03918203755679407,0.32600871065873394
EducationField_Other,88,0.4350019786173253,0.027006658633704324,0.33657437421617786
JobRole_Manufacturing.Director,83,0.43359203069265567,0.04300223784808405,0.32289698885976165
JobInvolvement,96,0.4327131425516977,0.012830350828144373,0.35029496581932634
JobRole_Laboratory.Technician,79,-0.4323922824274949,0.06238888420972765,0.3083722059616063
OverTime_No,67,0.43150862287769814,0.1905266377338469,0.24346486972832568
OverTime_Yes,67,-0.431484491219759,0.1905266377338469,0.24346486972832568
EducationField_Human.Resources,75,-0.43052132300147805,0.09051558866972378,0.2902970347206943
MaritalStatus_Single,84,-0.42986838221622403,0.03918203755679407,0.32600871065873394
BusinessTravel_Non.Travel,74,0.42814962615369345,0.0993407468228991,0.2852070720866199
JobRole_Sales.Representative,66,-0.42809234386971706,0.2091027497064397,0.23671598444697853
EducationField_Other,87,0.42806088159285827,0.029639774510582882,0.3342002285797351
JobInvolvement,95,0.42790916426187886,0.01408129419473126,0.34901816324757234
JobRole_Manager,97,0.42757232132599826,0.011690537822500678,0.35146768034404935
JobRole_Human.Resources,93,-0.42718172517982533,0.01696096870897924,0.34612886181282204
BusinessTravel_Travel_Frequently,78,-0.4268243567514156,0.06847172340066532,0.30419410135566793
EducationField_Technical.Degree,83,-0.42428103582128923,0.04300223784808405,0.32289698885976165
JobRole_Research.Director,75,0.4237450928196731,0.09051558866972378,0.2902970347206943
MaritalStatus_Single,83,-0.4230012261956955,0.04300223784808405,0.32289698885976165
JobInvolvement,94,0.4228133054250104,0.015454202995262095,0.3476323679042937
JobRole_Manufacturing.Director,82,0.4226423416432076,0.04719490295171102,0.3195831771275536
EducationField_Other,86,0.4205897850582671,0.032529615934857266,0.33165302277616854
JobInvolvement,93,0.4174194163312582,0.01696096870897924,0.34612886181282204
JobRole_Laboratory.Technician,78,-0.4160796109741127,0.06847172340066532,0.30419410135566793
MaritalStatus_Single,82,-0.4159067812021955,0.04719490295171102,0.3195831771275536
JobRole_Healthcare.Representative,100,0.41471680800304417,0.008843463142112108,0.35443528922548545
EducationField_Human.Resources,74,-0.41436183613132876,0.0993407468228991,0.2852070720866199
JobRole_Sales.Representative,65,-0.41366579954695226,0.22949000966402106,0.2298041132874453
OverTime_No,66,0.41347508170556374,0.2091027497064397,0.23671598444697853
OverTime_Yes,66,-0.41345534668112344,0.2091027497064397,0.23671598444697853
BusinessTravel_Travel_Frequently,77,-0.41263188247684907,0.07514763190341218,0.29979010201004386
EducationField_Other,85,0.41259452849156664,0.0357012133304691,0.3289250107963617
EducationField_Technical.Degree,82,-0.41195365577003645,0.04719490295171102,0.3195831771275536
JobInvolvement,92,0.41172021201256104,0.01861464221967107,0.344500061431348
JobRole_Manufacturing.Director,81,0.4114312760649241,0.051796347727067434,0.316064069827691
JobRole_Healthcare.Representative,99,0.41120967897780514,0.009705689881151381,0.35353045399695915
JobRole_Manager,96,0.409177307838789,0.012830350828144373,0.35029496581932634
MaritalStatus_Single,81,-0.4085641669954588,0.051796347727067434,0.316064069827691
BusinessTravel_Non.Travel,73,0.407746331511743,0.10902634700129,0.2798897828206845
JobRole_Healthcare.Representative,98,0.40718512181768723,0.010651982662822088,0.3525440401067922
JobRole_Human.Resources,92,-0.4064974373241516,0.01861464221967107,0.344500061431348
JobInvolvement,91,0.4057098258362263,0.020429546856183922,0.34273819803571226
EducationField_Other,84,0.4040862917496802,0.03918203755679407,0.32600871065873394
JobRole_Healthcare.Representative,97,0.4028412446544536,0.011690537822500678,0.35146768034404935
