term,step,estimate,lambda,dev.ratio,zeroed
JobRole_Research.Director,67,2.119625448432802,1.9052663773384671e-4,0.3625197570378639,FALSE
JobRole_Research.Director,69,2.119413088696939,1.5817856184375593e-4,0.3625750312911191,FALSE
Department_Human.Resources,78,2.1184603481505224,6.847172340066526e-5,0.3627231816245738,FALSE
JobRole_Research.Director,68,2.118105682272235,1.7360077635098916e-4,0.36254830031139806,FALSE
JobRole_Research.Director,51,2.114568977042619,8.441514093848918e-4,0.360657482061488,FALSE
JobRole_Research.Director,50,2.07883910233634,9.264551296891421e-4,0.3604465777591454,FALSE
JobRole_Human.Resources,64,-2.0625016236863525,2.518650022992524e-4,0.3624065585818234,FALSE
Department_Human.Resources,77,2.0565036563890744,7.514763190341213e-5,0.36271390608341053,FALSE
JobRole_Research.Director,49,2.0369709711158213,0.0010167833611185427,0.36019741991167054,FALSE
Department_Human.Resources,76,1.9945750453889053,8.247443324372141e-5,0.36270362765985353,FALSE
JobRole_Research.Director,48,1.9924429589755803,0.001115918483601481,0.35990150955566197,FALSE
OverTime_No,78,1.990805770417328,6.847172340066526e-5,0.3627231816245738,FALSE
OverTime_No,77,1.9903280502033023,7.514763190341213e-5,0.36271390608341053,FALSE
OverTime_No,76,1.9898074984647451,8.247443324372141e-5,0.36270362765985353,FALSE
OverTime_No,75,1.9892383883135216,9.051558866972372e-5,0.36269178587982315,FALSE
OverTime_No,74,1.9886132790889028,9.934074682289904e-5,0.3626780375238114,FALSE
OverTime_No,73,1.9879320012438588,1.0902634700128992e-4,0.36266258741432056,FALSE
OverTime_No,72,1.987184283325371,1.1965628124013325e-4,0.36264456462794475,FALSE
OverTime_No,71,1.9863650403081818,1.3132262094453617e-4,0.36262407026953836,FALSE
OverTime_No,70,1.9854712347181982,1.44126414367941e-4,0.36260080226591646,FALSE
OverTime_No,69,1.9845275344250546,1.5817856184375593e-4,0.3625750312911191,FALSE
OverTime_No,68,1.9833593798374873,1.7360077635098916e-4,0.36254830031139806,FALSE
OverTime_No,67,1.9819714134840063,1.9052663773384671e-4,0.3625197570378639,FALSE
OverTime_No,66,1.9804484309428274,2.091027497064395e-4,0.3624872676029919,FALSE
OverTime_No,65,1.9787960998564138,2.2949000966402086e-4,0.36244920610102305,FALSE
OverTime_No,64,1.976973850768692,2.518650022992524e-4,0.3624065585818234,FALSE
OverTime_No,63,1.9749926899090822,2.7642152909433524e-4,0.36235666718114795,FALSE
OverTime_No,62,1.9728280487685665,3.033722869367358e-4,0.36229920518149916,FALSE
OverTime_No,61,1.9704633637818132,3.3295071039787273e-4,0.36223300246037204,FALSE
OverTime_No,60,1.9678744945885556,3.6541299363170135e-4,0.36215676891571624,FALSE
OverTime_No,59,1.9650722915376908,4.010403094059142e-4,0.36206703725293354,FALSE
OverTime_No,58,1.9619908653861444,4.401412444859441e-4,0.3619648237246643,FALSE
JobRole_Human.Resources,63,-1.9604308924409442,2.7642152909433524e-4,0.36235666718114795,FALSE
OverTime_No,57,1.9586486423806997,4.8305447246590105e-4,0.3618447451426575,FALSE
OverTime_No,56,1.9550161546204232,5.301516871972259e-4,0.3617050028673343,FALSE
OverTime_No,55,1.9510250708979247,5.818408222230162e-4,0.36154523797689503,FALSE
OverTime_No,54,1.9467059823445565,6.38569584103225e-4,0.36135790900066234,FALSE
JobRole_Research.Director,47,1.9453722365550716,0.0012247191581435085,0.35955046616960523,FALSE
OverTime_No,53,1.941969456419975,7.008293302347037e-4,0.3611437684821306,FALSE
OverTime_No,52,1.9368879286983052,7.691593247539126e-4,0.36089874444188386,FALSE
OverTime_No,51,1.9309533273312527,8.441514093848918e-4,0.360657482061488,FALSE
Department_Human.Resources,75,1.929650691801319,9.051558866972372e-5,0.36269178587982315,FALSE
OverTime_No,50,1.9241828749741894,9.264551296891421e-4,0.3604465777591454,FALSE
OverTime_No,49,1.9166565077174156,0.0010167833611185427,0.36019741991167054,FALSE
OverTime_No,48,1.9085190116127095,0.001115918483601481,0.35990150955566197,FALSE
OverTime_No,47,1.8997315289633336,0.0012247191581435085,0.35955046616960523,FALSE
JobRole_Research.Director,46,1.8976235131516384,0.0013441277641381955,0.35914304206841974,FALSE
OverTime_No,46,1.8901413082703344,0.0013441277641381955,0.35914304206841974,FALSE
OverTime_No,45,1.8797372758880224,0.0014751785618066112,0.3586547794074863,FALSE
OverTime_No,44,1.8685272604974925,0.0016190066504645777,0.3580922440439754,FALSE
Department_Human.Resources,74,1.8614519113775445,9.934074682289904e-5,0.3626780375238114,FALSE
OverTime_No,43,1.856600338374392,0.0017768578002099217,0.3573786498837732,FALSE
JobRole_Human.Resources,62,-1.8560931522099013,3.033722869367358e-4,0.36229920518149916,FALSE
JobRole_Research.Director,45,1.8464438409395265,0.0014751785618066112,0.3586547794074863,FALSE
OverTime_No,42,1.8439057533068364,0.0019500992421870964,0.35649079975133047,FALSE
OverTime_No,41,1.8305555889007001,0.0021402315108892825,0.3555273047101022,FALSE
OverTime_No,40,1.8160709024627701,0.0023489014410703257,0.3544208048178532,FALSE
OverTime_No,39,1.8006320278281263,0.002577916431839543,0.3531202433337982,FALSE
JobRole_Research.Director,44,1.800097579265832,0.0016190066504645777,0.3580922440439754,FALSE
Department_Human.Resources,73,1.7930095588370398,1.0902634700128992e-4,0.36266258741432056,FALSE
OverTime_No,38,1.7841592371956174,0.002829260101488162,0.3516394155159863,FALSE
OverTime_No,37,1.7666155745013319,0.0031051094686420167,0.34997705365388615,FALSE
JobRole_Human.Resources,61,-1.749612315198952,3.3295071039787273e-4,0.36223300246037204,FALSE
OverTime_No,36,1.7480352890277522,0.0034078538085554125,0.34802699349455446,FALSE
JobRole_Research.Director,43,1.7437457269575836,0.0017768578002099217,0.3573786498837732,FALSE
OverTime_No,35,1.7283540727728883,0.003740115347870375,0.34574142870576036,FALSE
Department_Human.Resources,72,1.7211305203775231,1.1965628124013325e-4,0.36264456462794475,FALSE
OverTime_No,34,1.7076921599828592,0.004104771977089369,0.3430603406008423,FALSE
OverTime_No,33,1.6855570605582184,0.004504982177486073,0.3404811824761014,FALSE
JobRole_Research.Director,42,1.6807782134123543,0.0019500992421870964,0.35649079975133047,FALSE
OverTime_No,32,1.6617838862756242,0.004944212378359185,0.3380382502464125,FALSE
Department_Human.Resources,71,1.6487206624455604,1.3132262094453617e-4,0.36262407026953836,FALSE
JobRole_Human.Resources,60,-1.641448695917712,3.6541299363170135e-4,0.36215676891571624,FALSE
OverTime_No,31,1.6352960048977703,0.005426266981584693,0.3353812302958474,FALSE
JobRole_Research.Director,41,1.6117092308241021,0.0021402315108892825,0.3555273047101022,FALSE
OverTime_No,30,1.6073872145052603,0.005955321313524932,0.33240183691285996,FALSE
OverTime_No,29,1.5781335335755609,0.006535957789708099,0.32898564101346683,FALSE
Department_Human.Resources,70,1.5760302941342705,1.44126414367941e-4,0.36260080226591646,FALSE
OverTime_No,28,1.5474705606813248,0.007173205605519361,0.32502019508517654,FALSE
JobRole_Research.Director,40,1.5408606472009283,0.0023489014410703257,0.3544208048178532,FALSE
JobRole_Human.Resources,59,-1.5266192466989303,4.010403094059142e-4,0.36206703725293354,FALSE
OverTime_No,27,1.5158575534910053,0.00787258429668537,0.32048983943872644,FALSE
Department_Human.Resources,69,1.503421530974195,1.5817856184375593e-4,0.3625750312911191,FALSE
OverTime_No,26,1.482322026140841,0.008640151546852212,0.31520186901440195,FALSE
JobRole_Research.Director,39,1.4673743454239894,0.002577916431839543,0.3531202433337982,FALSE
OverTime_No,25,1.4474617683258477,0.009482555656343221,0.30912643060277756,FALSE
Department_Human.Resources,68,1.4283615184853544,1.7360077635098916e-4,0.36254830031139806,FALSE
JobRole_Human.Resources,58,-1.4131011942146976,4.401412444859441e-4,0.3619648237246643,FALSE
OverTime_No,24,1.4113012043412365,0.010407093126555881,0.3021444898547104,FALSE
JobRole_Research.Director,38,1.3898087871098543,0.002829260101488162,0.3516394155159863,FALSE
OverTime_No,23,1.3744179029825665,0.011421771858766349,0.2942639657578007,FALSE
JobRole_Laboratory.Technician,78,-1.359298787557086,6.847172340066526e-5,0.3627231816245738,FALSE
JobRole_Laboratory.Technician,77,-1.3527495680422812,7.514763190341213e-5,0.36271390608341053,FALSE
Department_Human.Resources,67,1.3503509249160546,1.9052663773384671e-4,0.3625197570378639,FALSE
JobRole_Laboratory.Technician,76,-1.3457946737825581,8.247443324372141e-5,0.36270362765985353,FALSE
JobRole_Laboratory.Technician,75,-1.3380816149018595,9.051558866972372e-5,0.36269178587982315,FALSE
OverTime_No,22,1.3376327916175161,0.012535380514739396,0.2855493376091368,FALSE
JobRole_Laboratory.Technician,74,-1.3294843173533193,9.934074682289904e-5,0.3626780375238114,FALSE
JobRole_Laboratory.Technician,73,-1.3202977094515276,1.0902634700128992e-4,0.36266258741432056,FALSE
JobRole_Laboratory.Technician,72,-1.3100676038624925,1.1965628124013325e-4,0.36264456462794475,FALSE
JobRole_Research.Director,37,1.3066858094856666,0.0031051094686420167,0.34997705365388615,FALSE
OverTime_No,21,1.299911584651297,0.013757564639912196,0.2764829300150446,FALSE
JobRole_Laboratory.Technician,71,-1.2991255275918299,1.3132262094453617e-4,0.36262407026953836,FALSE
JobRole_Human.Resources,57,-1.293276707344627,4.8305447246590105e-4,0.3618447451426575,FALSE
JobRole_Laboratory.Technician,70,-1.2875253581532728,1.44126414367941e-4,0.36260080226591646,FALSE
JobRole_Laboratory.Technician,69,-1.2753476473742351,1.5817856184375593e-4,0.3625750312911191,FALSE
Department_Human.Resources,66,1.272170536724726,2.091027497064395e-4,0.3624872676029919,FALSE
JobRole_Laboratory.Technician,68,-1.2620463961453698,1.7360077635098916e-4,0.36254830031139806,FALSE
OverTime_No,20,1.2615937622202493,0.015098910208494557,0.267416834480004,FALSE
JobRole_Laboratory.Technician,67,-1.2470835519716441,1.9052663773384671e-4,0.3625197570378639,FALSE
JobRole_Laboratory.Technician,66,-1.23089121418556,2.091027497064395e-4,0.3624872676029919,FALSE
OverTime_No,19,1.2219121219694495,0.01657103531411328,0.2571489104307527,FALSE
JobRole_Research.Director,36,1.218289736181112,0.0034078538085554125,0.34802699349455446,FALSE
JobRole_Laboratory.Technician,65,-1.2126464851454732,2.2949000966402086e-4,0.36244920610102305,FALSE
BusinessTravel_Non.Travel,78,1.1998171273393807,6.847172340066526e-5,0.3627231816245738,FALSE
BusinessTravel_Non.Travel,77,1.1988827047748591,7.514763190341213e-5,0.36271390608341053,FALSE
BusinessTravel_Non.Travel,76,1.1978689131669564,8.247443324372141e-5,0.36270362765985353,FALSE
BusinessTravel_Non.Travel,75,1.1967564988952675,9.051558866972372e-5,0.36269178587982315,FALSE
BusinessTravel_Non.Travel,74,1.19552969412053,9.934074682289904e-5,0.3626780375238114,FALSE
BusinessTravel_Non.Travel,73,1.194196293101575,1.0902634700128992e-4,0.36266258741432056,FALSE
JobRole_Laboratory.Technician,64,-1.19354208243174,2.518650022992524e-4,0.3624065585818234,FALSE
BusinessTravel_Non.Travel,72,1.1927265624819712,1.1965628124013325e-4,0.36264456462794475,FALSE
BusinessTravel_Non.Travel,71,1.1911204568186335,1.3132262094453617e-4,0.36262407026953836,FALSE
Department_Human.Resources,65,1.1902926962378717,2.2949000966402086e-4,0.36244920610102305,FALSE
BusinessTravel_Non.Travel,70,1.18937225945679,1.44126414367941e-4,0.36260080226591646,FALSE
BusinessTravel_Non.Travel,69,1.1875271817722068,1.5817856184375593e-4,0.3625750312911191,FALSE
BusinessTravel_Non.Travel,68,1.1854368506511326,1.7360077635098916e-4,0.36254830031139806,FALSE
BusinessTravel_Non.Travel,67,1.1830671581654113,1.9052663773384671e-4,0.3625197570378639,FALSE
OverTime_No,18,1.181592505164303,0.01818669080018116,0.2461592743020809,FALSE
BusinessTravel_Non.Travel,66,1.1804743591706688,2.091027497064395e-4,0.3624872676029919,FALSE
BusinessTravel_Non.Travel,65,1.177650234625038,2.2949000966402086e-4,0.36244920610102305,FALSE
BusinessTravel_Non.Travel,64,1.1745628589625134,2.518650022992524e-4,0.3624065585818234,FALSE
JobRole_Laboratory.Technician,63,-1.1721592404980954,2.7642152909433524e-4,0.36235666718114795,FALSE
BusinessTravel_Non.Travel,63,1.171197271913056,2.7642152909433524e-4,0.36235666718114795,FALSE
JobRole_Human.Resources,56,-1.1691843720458435,5.301516871972259e-4,0.3617050028673343,FALSE
BusinessTravel_Non.Travel,62,1.1675294965121314,3.033722869367358e-4,0.36229920518149916,FALSE
BusinessTravel_Non.Travel,61,1.163535643397169,3.3295071039787273e-4,0.36223300246037204,FALSE
BusinessTravel_Non.Travel,60,1.1591808990242092,3.6541299363170135e-4,0.36215676891571624,FALSE
BusinessTravel_Non.Travel,59,1.1544566221463326,4.010403094059142e-4,0.36206703725293354,FALSE
BusinessTravel_Non.Travel,58,1.149311646589236,4.401412444859441e-4,0.3619648237246643,FALSE
JobRole_Laboratory.Technician,62,-1.1489522696155845,3.033722869367358e-4,0.36229920518149916,FALSE
BusinessTravel_Non.Travel,57,1.1437300012310918,4.8305447246590105e-4,0.3618447451426575,FALSE
OverTime_No,17,1.140014714876537,0.019959870701602742,0.233847881404585,FALSE
BusinessTravel_Non.Travel,56,1.137689779645125,5.301516871972259e-4,0.3617050028673343,FALSE
BusinessTravel_Non.Travel,55,1.1311311657862826,5.818408222230162e-4,0.36154523797689503,FALSE
JobRole_Research.Director,35,1.1265155808598342,0.003740115347870375,0.34574142870576036,FALSE
BusinessTravel_Non.Travel,54,1.1240586852739023,6.38569584103225e-4,0.36135790900066234,FALSE
JobRole_Laboratory.Technician,61,-1.1238435764940744,3.3295071039787273e-4,0.36223300246037204,FALSE
BusinessTravel_Non.Travel,53,1.1164136132974827,7.008293302347037e-4,0.3611437684821306,FALSE
Department_Human.Resources,64,1.1110787792654584,2.518650022992524e-4,0.3624065585818234,FALSE
BusinessTravel_Non.Travel,52,1.1083739638639716,7.691593247539126e-4,0.36089874444188386,FALSE
BusinessTravel_Non.Travel,51,1.0996797417522437,8.441514093848918e-4,0.360657482061488,FALSE
JobRole_Laboratory.Technician,60,-1.0968064598303342,3.6541299363170135e-4,0.36215676891571624,FALSE
JobRole_Sales.Representative,78,-1.0954351351031284,6.847172340066526e-5,0.3627231816245738,FALSE
JobRole_Sales.Representative,77,-1.0941011950191888,7.514763190341213e-5,0.36271390608341053,FALSE
OverTime_No,16,1.0934536961505978,0.02190593345441003,0.22107063158727136,FALSE
JobRole_Sales.Representative,76,-1.092653086372008,8.247443324372141e-5,0.36270362765985353,FALSE
JobRole_Sales.Representative,75,-1.0910586561513929,9.051558866972372e-5,0.36269178587982315,FALSE
BusinessTravel_Non.Travel,50,1.0907146675433927,9.264551296891421e-4,0.3604465777591454,FALSE
JobRole_Sales.Representative,74,-1.0892993189841929,9.934074682289904e-5,0.3626780375238114,FALSE
JobRole_Sales.Representative,73,-1.0873858272481198,1.0902634700128992e-4,0.36266258741432056,FALSE
JobRole_Sales.Representative,72,-1.0852723669887891,1.1965628124013325e-4,0.36264456462794475,FALSE
JobRole_Sales.Representative,71,-1.082969381677444,1.3132262094453617e-4,0.36262407026953836,FALSE
BusinessTravel_Non.Travel,49,1.0810465698768643,0.0010167833611185427,0.36019741991167054,FALSE
JobRole_Sales.Representative,70,-1.080470787228528,1.44126414367941e-4,0.36260080226591646,FALSE
JobRole_Sales.Representative,69,-1.077753553059462,1.5817856184375593e-4,0.3625750312911191,FALSE
JobRole_Sales.Representative,68,-1.075605780236605,1.7360077635098916e-4,0.36254830031139806,FALSE
JobRole_Sales.Representative,67,-1.0735776734134435,1.9052663773384671e-4,0.3625197570378639,FALSE
JobRole_Sales.Representative,66,-1.0713886440085727,2.091027497064395e-4,0.3624872676029919,FALSE
BusinessTravel_Non.Travel,48,1.0706071124393994,0.001115918483601481,0.35990150955566197,FALSE
JobRole_Sales.Representative,65,-1.0689144248853264,2.2949000966402086e-4,0.36244920610102305,FALSE
JobRole_Laboratory.Technician,59,-1.0666076215473084,4.010403094059142e-4,0.36206703725293354,FALSE
JobRole_Sales.Representative,64,-1.0663056283875028,2.518650022992524e-4,0.3624065585818234,FALSE
JobRole_Sales.Representative,63,-1.063393663668601,2.7642152909433524e-4,0.36235666718114795,FALSE
JobRole_Sales.Representative,62,-1.0602151592710554,3.033722869367358e-4,0.36229920518149916,FALSE
BusinessTravel_Non.Travel,47,1.0593474158153995,0.0012247191581435085,0.35955046616960523,FALSE
JobRole_Sales.Representative,61,-1.0567501898371234,3.3295071039787273e-4,0.36223300246037204,FALSE
JobRole_Sales.Representative,60,-1.0530101595620096,3.6541299363170135e-4,0.36215676891571624,FALSE
JobRole_Sales.Representative,59,-1.048811291597021,4.010403094059142e-4,0.36206703725293354,FALSE
BusinessTravel_Non.Travel,46,1.046979556656312,0.0013441277641381955,0.35914304206841974,FALSE
JobRole_Human.Resources,55,-1.0461318631424381,5.818408222230162e-4,0.36154523797689503,FALSE
JobRole_Sales.Representative,58,-1.0443718936526343,4.401412444859441e-4,0.3619648237246643,FALSE
OverTime_No,15,1.0439703278961276,0.024041734923188045,0.2070706336595344,FALSE
JobRole_Sales.Representative,57,-1.0394468491835867,4.8305447246590105e-4,0.3618447451426575,FALSE
JobRole_Laboratory.Technician,58,-1.0352122322468587,4.401412444859441e-4,0.3619648237246643,FALSE
JobRole_Sales.Representative,56,-1.0340415499952214,5.301516871972259e-4,0.3617050028673343,FALSE
BusinessTravel_Non.Travel,45,1.0335880717484265,0.0014751785618066112,0.3586547794074863,FALSE
JobRole_Research.Director,34,1.0303979218365051,0.004104771977089369,0.3430603406008423,FALSE
Department_Human.Resources,63,1.0287717586091052,2.7642152909433524e-4,0.36235666718114795,FALSE
JobRole_Sales.Representative,55,-1.0283494165523743,5.818408222230162e-4,0.36154523797689503,FALSE
JobRole_Sales.Representative,54,-1.0220317046427805,6.38569584103225e-4,0.36135790900066234,FALSE
BusinessTravel_Non.Travel,44,1.0190940973933351,0.0016190066504645777,0.3580922440439754,FALSE
JobRole_Sales.Representative,53,-1.0153782313322757,7.008293302347037e-4,0.3611437684821306,FALSE
JobRole_Sales.Representative,52,-1.0073095422005005,7.691593247539126e-4,0.36089874444188386,FALSE
BusinessTravel_Non.Travel,43,1.0035255533963043,0.0017768578002099217,0.3573786498837732,FALSE
JobRole_Laboratory.Technician,57,-1.0005690422656817,4.8305447246590105e-4,0.3618447451426575,FALSE
JobRole_Sales.Representative,51,-0.998938407005591,8.441514093848918e-4,0.360657482061488,FALSE
OverTime_No,14,0.9954955520484732,0.026385774398510174,0.1952692822849756,FALSE
JobRole_Sales.Representative,50,-0.9944360295966714,9.264551296891421e-4,0.3604465777591454,FALSE
JobRole_Sales.Representative,49,-0.9901505183412115,0.0010167833611185427,0.36019741991167054,FALSE
BusinessTravel_Non.Travel,42,0.9867466097691404,0.0019500992421870964,0.35649079975133047,FALSE
JobRole_Sales.Representative,48,-0.985504014485116,0.001115918483601481,0.35990150955566197,FALSE
JobRole_Sales.Representative,47,-0.9805364378408878,0.0012247191581435085,0.35955046616960523,FALSE
JobRole_Sales.Representative,46,-0.9757247224398261,0.0013441277641381955,0.35914304206841974,FALSE
JobRole_Sales.Representative,45,-0.9703632517821773,0.0014751785618066112,0.3586547794074863,FALSE
BusinessTravel_Non.Travel,41,0.9695299857076395,0.0021402315108892825,0.3555273047101022,FALSE
EducationField_Human.Resources,78,-0.9680303734307413,6.847172340066526e-5,0.3627231816245738,FALSE
JobRole_Sales.Representative,44,-0.9675919554611053,0.0016190066504645777,0.3580922440439754,FALSE
EducationField_Human.Resources,77,-0.9668422092808124,7.514763190341213e-5,0.36271390608341053,FALSE
EducationField_Human.Resources,76,-0.9655341430337662,8.247443324372141e-5,0.36270362765985353,FALSE
EducationField_Human.Resources,75,-0.9641077360976599,9.051558866972372e-5,0.36269178587982315,FALSE
JobRole_Laboratory.Technician,56,-0.9635941708586747,5.301516871972259e-4,0.3617050028673343,FALSE
EducationField_Human.Resources,74,-0.962548942339995,9.934074682289904e-5,0.3626780375238114,FALSE
JobRole_Sales.Representative,43,-0.9616688818938423,0.0017768578002099217,0.3573786498837732,FALSE
EducationField_Human.Resources,73,-0.9608357852797071,1.0902634700128992e-4,0.36266258741432056,FALSE
EducationField_Human.Resources,72,-0.9589671809331007,1.1965628124013325e-4,0.36264456462794475,FALSE
EducationField_Human.Resources,71,-0.9569085340936253,1.3132262094453617e-4,0.36262407026953836,FALSE
EducationField_Human.Resources,70,-0.9546405537520726,1.44126414367941e-4,0.36260080226591646,FALSE
JobRole_Sales.Representative,42,-0.953358037916725,0.0019500992421870964,0.35649079975133047,FALSE
EducationField_Human.Resources,69,-0.9522164934218922,1.5817856184375593e-4,0.3625750312911191,FALSE
BusinessTravel_Non.Travel,40,0.9509396573131289,0.0023489014410703257,0.3544208048178532,FALSE
EducationField_Human.Resources,68,-0.9495236304794488,1.7360077635098916e-4,0.36254830031139806,FALSE
EducationField_Human.Resources,67,-0.9466750149688431,1.9052663773384671e-4,0.3625197570378639,FALSE
Department_Human.Resources,62,0.9458615464323381,3.033722869367358e-4,0.36229920518149916,FALSE
OverTime_No,13,0.9456514415455505,0.0289583548289432,0.18266092804591583,FALSE
EducationField_Human.Resources,66,-0.9435263708422742,2.091027497064395e-4,0.3624872676029919,FALSE
JobRole_Sales.Representative,41,-0.9422746873637617,0.0021402315108892825,0.3555273047101022,FALSE
EducationField_Human.Resources,65,-0.9401344028455728,2.2949000966402086e-4,0.36244920610102305,FALSE
EducationField_Human.Resources,64,-0.93633024481888,2.518650022992524e-4,0.3624065585818234,FALSE
EducationField_Human.Resources,63,-0.9322076341101638,2.7642152909433524e-4,0.36235666718114795,FALSE
BusinessTravel_Non.Travel,39,0.9310417981324597,0.002577916431839543,0.3531202433337982,FALSE
JobRole_Sales.Representative,40,-0.9302550972516925,0.0023489014410703257,0.3544208048178532,FALSE
JobRole_Research.Director,33,0.9277807773253358,0.004504982177486073,0.3404811824761014,FALSE
EducationField_Human.Resources,62,-0.9276798616809169,3.033722869367358e-4,0.36229920518149916,FALSE
JobRole_Laboratory.Technician,55,-0.9261170463539777,5.818408222230162e-4,0.36154523797689503,FALSE
EducationField_Human.Resources,61,-0.9227040043796231,3.3295071039787273e-4,0.36223300246037204,FALSE
JobRole_Sales.Representative,39,-0.9173538567158513,0.002577916431839543,0.3531202433337982,FALSE
EducationField_Human.Resources,60,-0.9172103261292879,3.6541299363170135e-4,0.36215676891571624,FALSE
JobRole_Human.Resources,54,-0.915913462255097,6.38569584103225e-4,0.36135790900066234,FALSE
EducationField_Human.Resources,59,-0.9112856825024939,4.010403094059142e-4,0.36206703725293354,FALSE
BusinessTravel_Non.Travel,38,0.9091603368868493,0.002829260101488162,0.3516394155159863,FALSE
EducationField_Human.Resources,58,-0.9046665906470236,4.401412444859441e-4,0.3619648237246643,FALSE
JobRole_Sales.Representative,38,-0.9046563108865887,0.002829260101488162,0.3516394155159863,FALSE
EducationField_Human.Resources,57,-0.8974887962813933,4.8305447246590105e-4,0.3618447451426575,FALSE
OverTime_No,12,0.8935546909332039,0.031781758675475044,0.16936306332044584,FALSE
JobRole_Sales.Representative,37,-0.8921056905097614,0.0031051094686420167,0.34997705365388615,FALSE
EducationField_Human.Resources,56,-0.889658251069824,5.301516871972259e-4,0.3617050028673343,FALSE
JobRole_Laboratory.Technician,54,-0.8862942505632012,6.38569584103225e-4,0.36135790900066234,FALSE
BusinessTravel_Non.Travel,37,0.8849993145104125,0.0031051094686420167,0.34997705365388615,FALSE
EducationField_Human.Resources,55,-0.8809196153287691,5.818408222230162e-4,0.36154523797689503,FALSE
JobRole_Sales.Representative,36,-0.877581980322513,0.0034078538085554125,0.34802699349455446,FALSE
JobRole_Manager,52,0.8772969486290177,7.691593247539126e-4,0.36089874444188386,FALSE
JobRole_Manager,53,0.8731523162512614,7.008293302347037e-4,0.3611437684821306,FALSE
EducationField_Human.Resources,54,-0.8714709316146512,6.38569584103225e-4,0.36135790900066234,FALSE
JobRole_Manager,54,0.8662191289641875,6.38569584103225e-4,0.36135790900066234,FALSE
JobRole_Manager,51,0.8660841318245166,8.441514093848918e-4,0.360657482061488,FALSE
