term,step,estimate,lambda,dev.ratio
JobRole_Research.Director,53,1.8091381561575888,0.00233609776744901,0.3595201862708644
JobRole_Human.Resources,67,-1.786121734305072,6.35088792446155e-4,0.3622124809128614
JobRole_Research.Director,52,1.7707304765309677,0.002563864415846373,0.35911763857005125
Department_Human.Resources,80,1.75979615262622,1.894880922916849e-4,0.36266329993878255
JobRole_Research.Director,51,1.7273315853694997,0.0028138380312829696,0.3586584069105049
JobRole_Human.Resources,66,-1.709042708782874,6.970091656881309e-4,0.3621389708220613
Department_Human.Resources,79,1.6985262577142792,2.0796294736575847e-4,0.3626476335247683
JobRole_Research.Director,50,1.6814207981816556,0.0030881837656304705,0.3581500660051783
Department_Human.Resources,78,1.6405369368456637,2.2823907800221732e-4,0.36263078551494077
JobRole_Human.Resources,65,-1.6346842932137584,7.649666988800687e-4,0.3620558681243696
JobRole_Research.Director,49,1.6224241973680193,0.0033892778703951388,0.3575584590141311
Department_Human.Resources,77,1.579215880783838,2.5049210634470686e-4,0.36261119687824717
JobRole_Research.Director,48,1.5632489372716627,0.003719728278671599,0.3568862839675571
JobRole_Human.Resources,64,-1.549952406820081,8.395500076641738e-4,0.36196382696590595
Department_Human.Resources,76,1.517730346051577,2.749147774790711e-4,0.3625891229427948
JobRole_Research.Director,47,1.5019422996426157,0.00408239719381169,0.35612114930746547
JobRole_Human.Resources,63,-1.46409588159299,9.214050969811165e-4,0.36185858356393547
Department_Human.Resources,75,1.4563434411417406,3.017186288990788e-4,0.3625643260515155
JobRole_Research.Director,46,1.441010351597495,0.004480425880460647,0.3552550274455445
Department_Human.Resources,74,1.3912395010995118,3.311358227429965e-4,0.3625352485239564
JobRole_Research.Director,45,1.3788327729199557,0.004917261872688699,0.35427601746796533
JobRole_Human.Resources,62,-1.3761496782152476,0.001011240956455785,0.36173779317598387
Department_Human.Resources,73,1.329489359054068,3.634211566709661e-4,0.36250335554747265
JobRole_Research.Director,44,1.3174266752821255,0.005396688834881921,0.35317097725719754
JobRole_Human.Resources,61,-1.2905576834486696,0.0011098357013262414,0.3616011962312166
Department_Human.Resources,72,1.2645210275749323,3.988542708004438e-4,0.3624661887046761
JobRole_Research.Director,43,1.2557852685946835,0.005922859334033068,0.3519241192592846
JobRole_Human.Resources,60,-1.2045365614506325,0.0012180433121056701,0.361445151152419
Department_Human.Resources,71,1.199214520403735,4.377420698151201e-4,0.36242380570606114
BusinessTravel_Non.Travel,84,1.1978610173655497,1.3060679185598e-4,0.36270900867236205
BusinessTravel_Non.Travel,83,1.1967623492449866,1.4334079282694658e-4,0.3626996358496665
BusinessTravel_Non.Travel,82,1.1955608550490362,1.573163431723698e-4,0.36268878304664653
BusinessTravel_Non.Travel,81,1.194249892458153,1.726544924235578e-4,0.36267670590257495
BusinessTravel_Non.Travel,80,1.1928168076293209,1.894880922916849e-4,0.36266329993878255
JobRole_Research.Director,42,1.1926538880255786,0.006500330807290316,0.3505174587433949
BusinessTravel_Non.Travel,79,1.191256835564468,2.0796294736575847e-4,0.3626476335247683
BusinessTravel_Non.Travel,78,1.1895545389132198,2.2823907800221732e-4,0.36263078551494077
BusinessTravel_Non.Travel,77,1.187699168057669,2.5049210634470686e-4,0.36261119687824717
BusinessTravel_Non.Travel,76,1.1856792822127011,2.749147774790711e-4,0.3625891229427948
BusinessTravel_Non.Travel,75,1.1834738348917342,3.017186288990788e-4,0.3625643260515155
BusinessTravel_Non.Travel,74,1.1810837732983122,3.311358227429965e-4,0.3625352485239564
BusinessTravel_Non.Travel,73,1.1784770163431952,3.634211566709661e-4,0.36250335554747265
BusinessTravel_Non.Travel,72,1.1756531190368376,3.988542708004438e-4,0.3624661887046761
BusinessTravel_Non.Travel,71,1.1725829876461022,4.377420698151201e-4,0.36242380570606114
BusinessTravel_Non.Travel,70,1.1691757480597993,4.8042138122646953e-4,0.3623785051143624
BusinessTravel_Non.Travel,69,1.1654888971750137,5.272618728125192e-4,0.3623298698791808
BusinessTravel_Non.Travel,68,1.1615009179290923,5.786692545032966e-4,0.362274724273457
BusinessTravel_Non.Travel,67,1.1571881837237978,6.35088792446155e-4,0.3622124809128614
BusinessTravel_Non.Travel,66,1.1525340229966243,6.970091656881309e-4,0.3621389708220613
JobRole_Laboratory.Technician,84,-1.1480219613474334,1.3060679185598e-4,0.36270900867236205
JobRole_Laboratory.Technician,83,-1.1479618112779428,1.4334079282694658e-4,0.3626996358496665
JobRole_Laboratory.Technician,82,-1.1476869763920543,1.573163431723698e-4,0.36268878304664653
BusinessTravel_Non.Travel,65,1.1475387832465223,7.649666988800687e-4,0.3620558681243696
JobRole_Laboratory.Technician,81,-1.1470442690323381,1.726544924235578e-4,0.36267670590257495
JobRole_Laboratory.Technician,80,-1.1460485172427963,1.894880922916849e-4,0.36266329993878255
JobRole_Laboratory.Technician,79,-1.144660539752931,2.0796294736575847e-4,0.3626476335247683
JobRole_Laboratory.Technician,78,-1.1427871080179675,2.2823907800221732e-4,0.36263078551494077
BusinessTravel_Non.Travel,64,1.1420809484703356,8.395500076641738e-4,0.36196382696590595
JobRole_Laboratory.Technician,77,-1.140487447092761,2.5049210634470686e-4,0.36261119687824717
JobRole_Laboratory.Technician,76,-1.1376605792581282,2.749147774790711e-4,0.3625891229427948
BusinessTravel_Non.Travel,63,1.1361951212737118,9.214050969811165e-4,0.36185858356393547
JobRole_Laboratory.Technician,75,-1.1343303071998467,3.017186288990788e-4,0.3625643260515155
Department_Human.Resources,70,1.1338234702235266,4.8042138122646953e-4,0.3623785051143624
JobRole_Research.Director,41,1.1309263681304926,0.007134105036297602,0.34893757609222753
JobRole_Laboratory.Technician,74,-1.1303514005056017,3.311358227429965e-4,0.3625352485239564
BusinessTravel_Non.Travel,62,1.1298746193425273,0.001011240956455785,0.36173779317598387
JobRole_Laboratory.Technician,73,-1.1257981083725581,3.634211566709661e-4,0.36250335554747265
BusinessTravel_Non.Travel,61,1.12306075859148,0.0011098357013262414,0.3616011962312166
JobRole_Laboratory.Technician,72,-1.120551841011242,3.988542708004438e-4,0.3624661887046761
JobRole_Human.Resources,59,-1.1180469098480905,0.0013368010313530461,0.3612668113676365
BusinessTravel_Non.Travel,60,1.11574075377869,0.0012180433121056701,0.361445151152419
JobRole_Laboratory.Technician,71,-1.1144651792587963,4.377420698151201e-4,0.36242380570606114
JobRole_Laboratory.Technician,70,-1.1080647551732146,4.8042138122646953e-4,0.3623785051143624
BusinessTravel_Non.Travel,59,1.1078874715230937,0.0013368010313530461,0.3612668113676365
JobRole_Laboratory.Technician,69,-1.101340810917734,5.272618728125192e-4,0.3623298698791808
BusinessTravel_Non.Travel,58,1.099473327544143,0.0014671374816198123,0.3610628161978371
JobRole_Laboratory.Technician,68,-1.0937028654390306,5.786692545032966e-4,0.362274724273457
BusinessTravel_Non.Travel,57,1.090501716434843,0.0016101815748863352,0.36082886696660776
JobRole_Laboratory.Technician,67,-1.0851530896300086,6.35088792446155e-4,0.3622124809128614
BusinessTravel_Non.Travel,56,1.0808900052864987,0.0017671722906574176,0.3605630327202353
JobRole_Laboratory.Technician,66,-1.074804295664518,6.970091656881309e-4,0.3621389708220613
BusinessTravel_Non.Travel,55,1.0706263575542112,0.001939469407410052,0.3602582895122597
JobRole_Research.Director,40,1.069473758826251,0.007829671470234412,0.34716434627406656
Department_Human.Resources,69,1.0687202905561697,5.272618728125192e-4,0.3623298698791808
JobRole_Laboratory.Technician,65,-1.0634760310865898,7.649666988800687e-4,0.3620558681243696
BusinessTravel_Non.Travel,54,1.059952807546056,0.002128565280344081,0.3599126037612435
BusinessTravel_Non.Travel,53,1.0485623776775783,0.00233609776744901,0.3595201862708644
JobRole_Laboratory.Technician,64,-1.0451807813730107,8.395500076641738e-4,0.36196382696590595
JobRole_Sales.Representative,65,-1.0437594693495922,7.649666988800687e-4,0.3620558681243696
JobRole_Manager,84,1.0423766449072656,1.3060679185598e-4,0.36270900867236205
JobRole_Sales.Representative,64,-1.0396275230439815,8.395500076641738e-4,0.36196382696590595
BusinessTravel_Non.Travel,52,1.036530379280764,0.002563864415846373,0.35911763857005125
JobRole_Sales.Representative,63,-1.0352094801636835,9.214050969811165e-4,0.36185858356393547
JobRole_Sales.Representative,66,-1.0345720937350888,6.970091656881309e-4,0.3621389708220613
JobRole_Manager,83,1.0338210607107876,1.4334079282694658e-4,0.3626996358496665
JobRole_Human.Resources,58,-1.03080920140866,0.0014671374816198123,0.3610628161978371
JobRole_Sales.Representative,62,-1.030375705766101,0.001011240956455785,0.36173779317598387
JobRole_Laboratory.Technician,63,-1.026415190842697,9.214050969811165e-4,0.36185858356393547
JobRole_Sales.Representative,61,-1.0253706682806105,0.0011098357013262414,0.3616011962312166
JobRole_Sales.Representative,67,-1.0252020395501718,6.35088792446155e-4,0.3622124809128614
JobRole_Manager,82,1.0244540983127173,1.573163431723698e-4,0.36268878304664653
BusinessTravel_Non.Travel,51,1.0237064401445855,0.0028138380312829696,0.3586584069105049
JobRole_Sales.Representative,60,-1.020044036667324,0.0012180433121056701,0.361445151152419
JobRole_Sales.Representative,68,-1.015543169283732,5.786692545032966e-4,0.362274724273457
JobRole_Manager,81,1.0146129058903601,1.726544924235578e-4,0.36267670590257495
JobRole_Sales.Representative,59,-1.0143790947677374,0.0013368010313530461,0.3612668113676365
BusinessTravel_Non.Travel,50,1.0099509206169144,0.0030881837656304705,0.3581500660051783
JobRole_Sales.Representative,58,-1.0083572497466748,0.0014671374816198123,0.3610628161978371
JobRole_Laboratory.Technician,62,-1.0070331702932134,0.001011240956455785,0.36173779317598387
JobRole_Research.Director,39,1.0069898153969465,0.008593054772798469,0.34517585847057386
JobRole_Sales.Representative,69,-1.005316039389045,5.272618728125192e-4,0.3623298698791808
Department_Human.Resources,68,1.0044776182843342,5.786692545032966e-4,0.362274724273457
JobRole_Manager,80,1.0044192958890508,1.894880922916849e-4,0.36266329993878255
OverTime_No,84,1.0034005893688989,1.3060679185598e-4,0.36270900867236205
OverTime_No,83,1.0030739242039577,1.4334079282694658e-4,0.3626996358496665
OverTime_No,82,1.0027361273261548,1.573163431723698e-4,0.36268878304664653
OverTime_No,81,1.002364049723056,1.726544924235578e-4,0.36267670590257495
OverTime_No,80,1.0019513502965303,1.894880922916849e-4,0.36266329993878255
JobRole_Sales.Representative,57,-1.0017952589524513,0.0016101815748863352,0.36082886696660776
OverTime_No,79,1.0015312963199678,2.0796294736575847e-4,0.3626476335247683
OverTime_No,78,1.0010337447630495,2.2823907800221732e-4,0.36263078551494077
OverTime_No,77,1.000521455369812,2.5049210634470686e-4,0.36261119687824717
OverTime_No,76,0.9999595560889817,2.749147774790711e-4,0.3625891229427948
OverTime_No,75,0.9993370650495833,3.017186288990788e-4,0.3625643260515155
OverTime_No,74,0.9987099281372545,3.311358227429965e-4,0.3625352485239564
OverTime_No,73,0.9979682045303039,3.634211566709661e-4,0.36250335554747265
OverTime_No,72,0.997216245880349,3.988542708004438e-4,0.3624661887046761
OverTime_No,71,0.996385620713253,4.377420698151201e-4,0.36242380570606114
BusinessTravel_Non.Travel,49,0.9957346362927978,0.0033892778703951388,0.3575584590141311
OverTime_No,70,0.9953566525547316,4.8042138122646953e-4,0.3623785051143624
JobRole_Sales.Representative,56,-0.9950210580741473,0.0017671722906574176,0.3605630327202353
JobRole_Sales.Representative,70,-0.9948375838490204,4.8042138122646953e-4,0.3623785051143624
OverTime_No,69,0.9941754693759544,5.272618728125192e-4,0.3623298698791808
JobRole_Manager,79,0.9931283189478476,2.0796294736575847e-4,0.3626476335247683
OverTime_No,68,0.992884020684648,5.786692545032966e-4,0.362274724273457
OverTime_No,67,0.9914685718837987,6.35088792446155e-4,0.3622124809128614
OverTime_No,66,0.9900820858486556,6.970091656881309e-4,0.3621389708220613
OverTime_No,65,0.9884208334668362,7.649666988800687e-4,0.3620558681243696
JobRole_Sales.Representative,55,-0.9879463254309635,0.001939469407410052,0.3602582895122597
JobRole_Laboratory.Technician,61,-0.9878721644932147,0.0011098357013262414,0.3616011962312166
OverTime_No,64,0.9866588748755343,8.395500076641738e-4,0.36196382696590595
OverTime_Yes,84,-0.9864896296712464,1.3060679185598e-4,0.36270900867236205
OverTime_Yes,83,-0.9862456665914218,1.4334079282694658e-4,0.3626996358496665
OverTime_Yes,82,-0.9859638935250892,1.573163431723698e-4,0.36268878304664653
OverTime_Yes,81,-0.9856554436964848,1.726544924235578e-4,0.36267670590257495
OverTime_Yes,80,-0.9853179485008496,1.894880922916849e-4,0.36266329993878255
JobRole_Sales.Representative,71,-0.985231035078683,4.377420698151201e-4,0.36242380570606114
OverTime_Yes,79,-0.9849287137394958,2.0796294736575847e-4,0.3626476335247683
OverTime_No,63,0.9847621181454687,9.214050969811165e-4,0.36185858356393547
OverTime_Yes,78,-0.9845239774619717,2.2823907800221732e-4,0.36263078551494077
OverTime_Yes,77,-0.9840574778674006,2.5049210634470686e-4,0.36261119687824717
OverTime_Yes,76,-0.9835461474089511,2.749147774790711e-4,0.3625891229427948
OverTime_Yes,75,-0.9829858436437605,3.017186288990788e-4,0.3625643260515155
OverTime_No,62,0.9827434918427265,0.001011240956455785,0.36173779317598387
OverTime_Yes,74,-0.9823394828203352,3.311358227429965e-4,0.3625352485239564
JobRole_Manager,78,0.9818207298360342,2.2823907800221732e-4,0.36263078551494077
OverTime_Yes,73,-0.9816637137693498,3.634211566709661e-4,0.36250335554747265
OverTime_Yes,72,-0.9808836304780213,3.988542708004438e-4,0.3624661887046761
BusinessTravel_Non.Travel,48,0.9806498489341213,0.003719728278671599,0.3568862839675571
OverTime_No,61,0.9804562248501194,0.0011098357013262414,0.3616011962312166
OverTime_Yes,71,-0.9800235960676008,4.377420698151201e-4,0.36242380570606114
JobRole_Sales.Representative,54,-0.9799283514738568,0.002128565280344081,0.3599126037612435
OverTime_Yes,70,-0.9790792840228142,4.8042138122646953e-4,0.3623785051143624
OverTime_Yes,69,-0.9780479446494423,5.272618728125192e-4,0.3623298698791808
OverTime_No,60,0.9780005213628367,0.0012180433121056701,0.361445151152419
OverTime_Yes,68,-0.976922963931227,5.786692545032966e-4,0.362274724273457
JobRole_Sales.Representative,72,-0.9763605895017257,3.988542708004438e-4,0.3624661887046761
OverTime_Yes,67,-0.9756971070070463,6.35088792446155e-4,0.3622124809128614
OverTime_No,59,0.9753807994470386,0.0013368010313530461,0.3612668113676365
OverTime_Yes,66,-0.9742189105680077,6.970091656881309e-4,0.3621389708220613
OverTime_Yes,65,-0.9727377740722025,7.649666988800687e-4,0.3620558681243696
OverTime_No,58,0.9726140443334533,0.0014671374816198123,0.3610628161978371
OverTime_Yes,64,-0.9710383807043796,8.395500076641738e-4,0.36196382696590595
OverTime_No,57,0.9697585129410508,0.0016101815748863352,0.36082886696660776
JobRole_Manager,77,0.9695179051743726,2.5049210634470686e-4,0.36261119687824717
JobRole_Sales.Representative,53,-0.9692901599118405,0.00233609776744901,0.3595201862708644
OverTime_Yes,63,-0.9691690394297711,9.214050969811165e-4,0.36185858356393547
EducationField_Human.Resources,84,-0.9689372274598093,1.3060679185598e-4,0.36270900867236205
JobRole_Laboratory.Technician,60,-0.9683955277306726,0.0012180433121056701,0.361445151152419
EducationField_Human.Resources,83,-0.9679542534202681,1.4334079282694658e-4,0.3626996358496665
JobRole_Sales.Representative,73,-0.9672552814014185,3.634211566709661e-4,0.36250335554747265
OverTime_Yes,62,-0.9671059834372127,0.001011240956455785,0.36173779317598387
EducationField_Human.Resources,82,-0.9668889520942139,1.573163431723698e-4,0.36268878304664653
OverTime_No,56,0.9666251583751448,0.0017671722906574176,0.3605630327202353
EducationField_Human.Resources,81,-0.9657302522852255,1.726544924235578e-4,0.36267670590257495
OverTime_Yes,61,-0.9649404218944704,0.0011098357013262414,0.3616011962312166
BusinessTravel_Non.Travel,47,0.9648045320732745,0.00408239719381169,0.35612114930746547
EducationField_Human.Resources,80,-0.9644567375554777,1.894880922916849e-4,0.36266329993878255
OverTime_No,55,0.9634608016406123,0.001939469407410052,0.3602582895122597
EducationField_Human.Resources,79,-0.9630897827018204,2.0796294736575847e-4,0.3626476335247683
OverTime_Yes,60,-0.9625632687693955,0.0012180433121056701,0.361445151152419
EducationField_Human.Resources,78,-0.9615830481125383,2.2823907800221732e-4,0.36263078551494077
OverTime_No,54,0.9603642591372512,0.002128565280344081,0.3599126037612435
EducationField_Human.Resources,77,-0.9599546024657746,2.5049210634470686e-4,0.36261119687824717
OverTime_Yes,59,-0.9599436548608542,0.0013368010313530461,0.3612668113676365
JobRole_Sales.Representative,52,-0.9597534053959049,0.002563864415846373,0.35911763857005125
JobRole_Sales.Representative,74,-0.9587742534358883,3.311358227429965e-4,0.3625352485239564
EducationField_Human.Resources,76,-0.9581879853317625,2.749147774790711e-4,0.3625891229427948
OverTime_Yes,58,-0.9570380662434355,0.0014671374816198123,0.3610628161978371
OverTime_No,53,0.9568049298657176,0.00233609776744901,0.3595201862708644
JobRole_Manager,76,0.9565511090660815,2.749147774790711e-4,0.3625891229427948
EducationField_Human.Resources,75,-0.9562509865810925,3.017186288990788e-4,0.3625643260515155
EducationField_Human.Resources,74,-0.9541787005502382,3.311358227429965e-4,0.3625352485239564
OverTime_Yes,57,-0.953779600169278,0.0016101815748863352,0.36082886696660776
EducationField_Human.Resources,73,-0.9518986427366795,3.634211566709661e-4,0.36250335554747265
OverTime_No,52,0.9517407532848804,0.002563864415846373,0.35911763857005125
OverTime_Yes,56,-0.9502838955881455,0.0017671722906574176,0.3605630327202353
JobRole_Sales.Representative,51,-0.949880516802182,0.0028138380312829696,0.3586584069105049
JobRole_Sales.Representative,75,-0.9498090326718651,3.017186288990788e-4,0.3625643260515155
EducationField_Human.Resources,72,-0.9494594943050851,3.988542708004438e-4,0.3624661887046761
JobRole_Laboratory.Technician,59,-0.9485818417345574,0.0013368010313530461,0.3612668113676365
BusinessTravel_Non.Travel,46,0.9480288284018704,0.004480425880460647,0.3552550274455445
JobRole_Research.Director,38,0.947148242811718,0.009430867004960533,0.34299410935673436
EducationField_Human.Resources,71,-0.946972058853795,4.377420698151201e-4,0.36242380570606114
OverTime_Yes,55,-0.9463012204416297,0.001939469407410052,0.3602582895122597
OverTime_No,51,0.9461347732823511,0.0028138380312829696,0.3586584069105049
EducationField_Human.Resources,70,-0.9442584685654861,4.8042138122646953e-4,0.3623785051143624
JobRole_Manager,75,0.9430911238178218,3.017186288990788e-4,0.3625643260515155
JobRole_Sales.Representative,50,-0.9426511216053326,0.0030881837656304705,0.3581500660051783
Department_Human.Resources,67,0.9420846848287673,6.35088792446155e-4,0.3622124809128614
OverTime_Yes,54,-0.9419094779086861,0.002128565280344081,0.3599126037612435
JobRole_Sales.Representative,76,-0.9416237956227613,2.749147774790711e-4,0.3625891229427948
JobRole_Human.Resources,57,-0.9415467302301666,0.0016101815748863352,0.36082886696660776
EducationField_Human.Resources,69,-0.9412090791914911,5.272618728125192e-4,0.3623298698791808
OverTime_No,50,0.9395259346008691,0.0030881837656304705,0.3581500660051783
EducationField_Human.Resources,68,-0.937900589579412,5.786692545032966e-4,0.362274724273457
OverTime_Yes,53,-0.9373366064859187,0.00233609776744901,0.3595201862708644
OverTime_No,49,0.933897793382992,0.0033892778703951388,0.3575584590141311
EducationField_Human.Resources,67,-0.9338769802170167,6.35088792446155e-4,0.3622124809128614
JobRole_Sales.Representative,77,-0.9335509573650115,2.5049210634470686e-4,0.36261119687824717
OverTime_Yes,52,-0.933529586890437,0.002563864415846373,0.35911763857005125
JobRole_Sales.Representative,49,-0.933504788012035,0.0033892778703951388,0.3575584590141311
EducationField_Human.Resources,66,-0.9305494828728996,6.970091656881309e-4,0.3621389708220613
BusinessTravel_Non.Travel,45,0.9302471030015304,0.004917261872688699,0.35427601746796533
OverTime_Yes,51,-0.9296038818272279,0.0028138380312829696,0.3586584069105049
JobRole_Laboratory.Technician,58,-0.9283464028830384,0.0014671374816198123,0.3610628161978371
JobRole_Manager,74,0.9282942712153062,3.311358227429965e-4,0.3625352485239564
OverTime_No,48,0.9276515560171397,0.003719728278671599,0.3568862839675571
EducationField_Human.Resources,65,-0.9259583520480555,7.649666988800687e-4,0.3620558681243696
OverTime_Yes,50,-0.9257075323249409,0.0030881837656304705,0.3581500660051783
JobRole_Sales.Representative,78,-0.9256276492315609,2.2823907800221732e-4,0.36263078551494077
JobRole_Sales.Representative,48,-0.9243785642698998,0.003719728278671599,0.3568862839675571
OverTime_No,47,0.9212300791525838,0.00408239719381169,0.35612114930746547
EducationField_Human.Resources,64,-0.9211454912816657,8.395500076641738e-4,0.36196382696590595
OverTime_Yes,49,-0.920000724486588,0.0033892778703951388,0.3575584590141311
JobRole_Sales.Representative,79,-0.9183632288619225,2.0796294736575847e-4,0.3626476335247683
EducationField_Human.Resources,63,-0.9159241446385016,9.214050969811165e-4,0.36185858356393547
JobRole_Sales.Representative,47,-0.9143480184704067,0.00408239719381169,0.35612114930746547
OverTime_No,46,0.9141110634888866,0.004480425880460647,0.3552550274455445
OverTime_Yes,48,-0.9140777530309581,0.003719728278671599,0.3568862839675571
JobRole_Manager,73,0.9133276294093586,3.634211566709661e-4,0.36250335554747265
BusinessTravel_Non.Travel,44,0.9114963095412296,0.005396688834881921,0.35317097725719754
JobRole_Sales.Representative,80,-0.9106989127893225,1.894880922916849e-4,0.36266329993878255
EducationField_Human.Resources,62,-0.9103332011521301,0.001011240956455785,0.36173779317598387
OverTime_Yes,47,-0.9075561023960647,0.00408239719381169,0.35612114930746547
JobRole_Laboratory.Technician,57,-0.9073738310137126,0.0016101815748863352,0.36082886696660776
OverTime_No,45,0.9067126777433387,0.004917261872688699,0.35427601746796533
JobRole_Sales.Representative,46,-0.9044154604286327,0.004480425880460647,0.3552550274455445
EducationField_Human.Resources,61,-0.9041290066421153,0.0011098357013262414,0.3616011962312166
JobRole_Sales.Representative,81,-0.9037602775315283,1.726544924235578e-4,0.36267670590257495
OverTime_Yes,46,-0.9008139868603285,0.004480425880460647,0.3552550274455445
OverTime_No,44,0.8984681218091845,0.005396688834881921,0.35317097725719754
EducationField_Human.Resources,60,-0.8973920774546398,0.0012180433121056701,0.361445151152419
JobRole_Manager,72,0.8971494888953256,3.988542708004438e-4,0.3624661887046761
JobRole_Sales.Representative,82,-0.8969540941189084,1.573163431723698e-4,0.36268878304664653
JobRole_Sales.Representative,45,-0.893662860860939,0.004917261872688699,0.35427601746796533
OverTime_Yes,45,-0.8933984545813862,0.004917261872688699,0.35427601746796533
BusinessTravel_Non.Travel,43,0.8918457807142124,0.005922859334033068,0.3519241192592846
JobRole_Sales.Representative,83,-0.8902947758207533,1.4334079282694658e-4,0.3626996358496665
EducationField_Human.Resources,59,-0.8900867041138422,0.0013368010313530461,0.3612668113676365
OverTime_No,43,0.8898237408191834,0.005922859334033068,0.3519241192592846
JobRole_Research.Director,37,0.8886687869346669,0.01035036489547338,0.3406035179119267
JobRole_Laboratory.Technician,56,-0.8862312190717547,0.0017671722906574176,0.3605630327202353
OverTime_Yes,44,-0.885834842446421,0.005396688834881921,0.35317097725719754
JobRole_Sales.Representative,84,-0.8842422467463008,1.3060679185598e-4,0.36270900867236205
JobRole_Sales.Representative,44,-0.8830493193875947,0.005396688834881921,0.35317097725719754
EducationField_Human.Resources,58,-0.8821853185804669,0.0014671374816198123,0.3610628161978371
OverTime_No,42,0.8810045874454131,0.006500330807290316,0.3505174587433949
JobRole_Manager,71,0.8797015300455966,4.377420698151201e-4,0.36242380570606114
