9	Ken Milchick	59
9	Larry John Meyers	20
9	Luc Robitaille	39
9	Manny Perry	24
9	Mark Hager	48
9	Mark Kachowski	53
9	Michael Gaston	36
9	Michael R. Aubele	8
9	Mike Lange	55
9	Milton E. Thompson Jr.	69
9	Pat Brisson	10
9	Paul Mochnik	22
9	Paul Steigerwald	68
9	Phil Spano	67
9	Powers Boothe	2
9	Ray Laine	17
9	Raymond J. Barry	3
9	Rema D. Webb	70
9	Rick LeFevour	30
9	Rohn Thomas	26
9	Rosine 'Ace' Hatem	49
9	Ross Malinger	5
9	Steve Aronson	7
9	Thomas Saccio	64
9	Tommy Lafitte	16
9	Vinnie Sciullo	65
9	Whittni Wright	4
9	William Cameron	11
10	Alan Cumming	8
10	Billy Mitchell	14
10	Constantine Gregory	9
10	Desmond Llewelyn	13
10	Famke Janssen	4
10	Gottfried John	10
10	Izabella Scorupco	3
10	Joe Don Baker	5
10	Judi Dench	6
10	Michael Kitchen	12
10	Minnie Driver	18
10	Peter Majer	17
10	Pierce Brosnan	1
10	Ravil Isyanov	20
10	Robbie Coltrane	7
10	Samantha Bond	15
10	Sean Bean	2
10	Serena Gordon	16
10	Tchéky Karyo	11
10	Trevor Byfield	19
11	Mark Thompson	32
11	Aaron Sorkin	35
11	Andrew Steel	38
11	Anna Deavere Smith	29
11	Anne Haney	16
11	Annette Bening	2
11	Arthur Senzy	27
11	Beans Morocco	36
11	Beau Billingslea	10
11	Bernie McInerney	23
11	Clement von Franckenstein	33
11	David Paymer	5
11	Efrat Lavie	17
11	Frank Cavestani	12
11	Gail Strickland	31
11	George Murdock	24
11	Googy Gress	15
11	John Mahon	19
11	John Mahoney	20
11	Jordan Lund	18
11	Joseph Latimore	41
11	Joshua Malina	8
11	Karen Maruyama	22
11	Kathryn Ish	42
11	Leslie Bega	9
11	Martin Sheen	3
11	Mathew Saks	26
11	Maud Winchester	34
11	Michael Douglas	1
11	Michael J. Fox	4
11	Richard Dreyfuss	6
11	Nina Siemaszko	28
11	Richard Stahl	30
11	Rick Garcia	14
11	Ron Canada	11
11	Samantha Mathis	7
11	Shawna Waldron	37
11	Steve Gonzales	39
11	Taylor Nichols	25
11	Thom Barry	40
11	Tom Dahlgren	13
11	Wendie Malick	21
12	Alan Walls	74
12	Alton Ruff	40
12	Amy Yasbeck	4
12	Amy Yesbeck	75
12	Anne McVey	62
12	Audrey Baranishyn	53
12	Avery Schreiber	24
12	Barbaree Earl	57
12	Ben Livingston	49
12	Blane Savage	39
12	Carol Arthur	7
12	Casey King	18
12	Cherie Franklin	36
12	Chuck McCann	21
12	Cindy Marshall-Day	60
12	Clive Revill	23
12	Darla Haun	59
12	David DeLuise	11
12	David Savoy	50
12	Delores Nemiro	64
12	Dennon Rawles	34
12	Derek Mark Lochran	20
12	Elaine Ballace	52
12	Ezio Greggio	31
12	Gregg Binkley	35
12	Grinnell Morris	63
12	Harvey Korman	6
12	Henry Kaiser	15
12	Ira Miller	33
12	Jeffrey Broadhurst	54
12	Jennifer Crystal	44
12	Jim Peace	67
12	Jody Peterson	22
12	John Frayer	58
12	Johnny Cocktails	10
12	Jude Van Wormer	73
12	Karen Roe	69
12	Kathleen Kane	16
12	Kevin Scott Crawford	56
12	Leslie Nielsen	1
12	Leslie S. Sachs	43
12	Lisa Cordray	46
12	Loraine Shields	45
12	Lysette Anthony	5
12	Manette LaChance	37
12	Mark Blankfield	8
12	Matthew Porretta	41
12	Maud Winchester	27
12	Maura Nielsen	65
12	Megan Cavanagh	9
12	Megan Cavanaugh	42
12	Mel Brooks	28
12	Michael Connors	29
12	Nick Rempel	68
12	Peter MacNicol	2
12	Phillip Connery	55
12	Ric Coy	48
12	Richard Alan Stewart	72
12	Robin Shepard	25
12	Rudy De Luca	30
12	Sandra Rovetta	70
12	Sandy Johnson	14
12	Sharon Savoy	51
12	Shirley Kirkes	32
12	Sonje Fortag	47
12	Stan Mazin	38
12	Stephen Wolfe Smith	26
12	Steven Weber	3
12	Ted Sprague	71
12	Thea Nielsen	66
12	Tommy Koenig	19
12	Tony Griffin	13
12	Tricia McFarlin-Mattson	61
12	Vince Grant	12
12	Zale Kessler	17
13	William Roberts	21
13	Bill Bailey	9
13	Bob Hoskins	2
13	Brendan Fraser	12
13	Bridget Fonda	4
13	Christine Cavanaugh	20
13	Danny Mann	18
13	Donald Sinden	15
13	Garick Hagon	13
13	Jack Angel	8
13	Jennifer Blanc	17
13	Jim Carter	10
13	Jim Cummings	5
13	Juliette Brewer	19
13	Kevin Bacon	1
13	Lola Bates-Campbell	3
13	Michael J. Shannon	14
13	Miriam Margolyes	7
13	Phil Collins	6
13	Robbie Rist	16
13	Sandra Dickinson	11
14	Kevin Dunn	19
14	Annabeth Gish	22
14	Anthony Hopkins	1
14	Ling Bai	59
14	Bill Bolender	10
14	Bob Hoskins	5
14	Boris Sichkin	44
14	Brian Bedford	8
14	Bridgette Wilson	53
14	Charles Haugk	26
14	Chuck Preiffer	63
14	Clayton Townsend	57
14	Corey Carrier	13
14	Dan Hedaya	27
14	David Barry Gray	25
14	David Hyde Pierce	36
14	David Paymer	34
14	Donna Dixon	18
14	Drew Snyder	45
14	Ed Harris	4
14	Edward Herrmann	28
14	E.G. Marshall	6
14	Fima Noveck	62
14	Fyvush Finkel	21
14	George Plimpton	39
14	Harry Murphy	61
14	Howard Platt	38
14	Jack Wallace	51
14	James Karen	30
14	James Pickens Jr.	35
14	James Woods	58
14	Joan Allen	2
14	Joanna Going	23
14	John Bedford Lloyd	31
14	John C. McGinley	33
14	John Cunningham	16
14	John Diehl	17
14	John Stockwell	55
14	Jon Tenney	49
14	J.T. Walsh	52
14	Julie Araskog	7
14	Julie Condra	15
14	Larry Hagman	12
14	Lenny Vullo	64
14	Madeline Kahn	29
14	Marilyn Rockafellow	41
14	Marley Shelton	43
14	Mary Steenburgen	47
14	Michael Chiklis	14
14	Michael Herz & Llyod Kauf...	60
14	Oliver Stone	56
14	O'Neal Compton	66
14	Paul Sorvino	46
14	Power Booth	68
14	Powers Boothe	3
14	Ric Young	65
14	Richard Fancy	20
14	Robert Beltran	54
14	Robert Marshall	32
14	Ronald Von Klaussen	50
14	Saul Rubinek	42
14	Sean Stone	48
14	Tom Bower	11
14	Tony Goldwyn	24
14	Tony Lo Bianco	9
14	Tony Plana	37
14	Victor Rivers	40
14	Wilson Cruz	67
15	Carl Chase	10
15	Chris Johnston	22
15	Christopher Adamson	7
15	Christopher Kennedy Maste...	14
15	Christopher Masterson	24
15	Dickey Beer	20
15	Frank Langella	3
15	Geena Davis	1
15	George Murcell	15
15	Harris Yulin	19
15	Jimmie F. Skaggs	17
15	Ken Bones	8
15	Mary Peach	16
15	Matthew Modine	2
15	Maury Chaykin	4
15	Patrick Malahide	5
15	Paul Dillon	11
15	Peter Geeves	12
15	Rex Linn	13
15	Roger Booth	9
15	Rupert Vansittart	21
15	Stan Shaw	6
15	Tam White	18
15	Thomas Lockyer	23
16	Joe Bob Briggs	8
16	Alan King	6
16	Andy Jarrell	22
16	Anthony Russell	37
16	Audrey Meadows	26
16	Bill Allison	52
16	Bret McCormick	46
16	Brian Reddy	35
16	Cameron Milzer	29
16	Carl Ciarfalio	16
16	Catherine Scorsese	38
16	Clem Caserta	14
16	Craig Vincent	56
16	Daniel P. Conte	18
16	David Rose	60
16	David Varriale	62
16	Dean Casper	15
16	Dick Smothers	9
16	Don Rickles	5
16	Eric Randall	34
16	Erika vonTagen	57
16	Frank Adonis	10
16	Frank Vincent	43
16	Frankie Avalon	12
16	Fred Smith	49
16	Jack Orend	31
16	James Woods	4
16	Jayne Meadows	27
16	Jed Mills	28
16	Jerry Vale	42
16	Joe La Due	24
16	Joe Pesci	3
16	Joey de Pinto	20
16	John Manca	45
16	Joseph Bono	13
16	Joseph P. Reidy	48
16	Kevin Pollak	7
16	Linda Perri	32
16	L.Q. Jones	44
16	Max Raven	47
16	Melissa Prophet	33
16	Mitch Kolpan	51
16	Oscar Goodman	54
16	Pasquale Cajano	53
16	Paul Herman	21
16	Peter Conti	58
16	Philip Suriano	41
16	Richard Riehle	36
16	Richard Wagner	61
16	Robert De Niro	1
16	Ronald Maccone	25
16	Roy Conrad	17
16	Sasha Semenoff	39
16	Sharon Stone	2
16	Sly Smith	40
16	Sonny D'Angelo	19
16	Steve Allen	11
16	Steve Vignari	50
16	Stuart Nisbet	30
16	Toru Nagai	59
16	Tyde Kierney	23
16	Vinny Vella Sr.	55
17	Alan Rickman	2
17	Alexander John	16
17	Elizabeth Spriggs	12
17	Emile Francois	17
17	Emilie François	19
17	Emma Thompson	1
17	Gemma Jones	10
17	Greg Wise	6
17	Harriet Walter	7
17	Hugh Grant	4
17	Hugh Laurie	11
17	Imelda Staunton	13
17	Imogen Stubbs	14
17	James Fleet	5
17	Kate Winslet	3
17	Oliver Ford Davies	8
17	Richard Lumsden	18
17	Robert Hardy	9
17	Tom Wilkinson	15
18	Marc Lawrence I	17
18	Alicia Witt	15
18	Amanda De Cadenet	19
18	Antonio Banderas	4
18	Bruce Willis	6
18	David Proval	10
18	Ione Skye	11
18	Jennifer Beals	3
18	Kathy Griffin	9
18	Lawrence Bender	16
18	Lili Taylor	12
18	Madonna	18
18	Marisa Tomei	13
18	Paul Calderon	7
18	Paul Skemp	20
18	Quentin Tarantino	5
18	Salma Hayek	21
18	Sammi Davis	8
18	Tamlyn Tomita	14
18	Tim Roth	1
18	Valeria Golino	2
19	Adewale Akinnuoye-Agbaje	15
19	Andrew Steel	14
19	Arsenio "Sonny" Trinidad	12
19	Bob Gunton	5
19	Bruce Spence	10
19	Danny D. Daniels	13
19	Dev Kennedy	8
19	Ian McNeice	2
19	Jim Carrey	1
19	Maynard Eziashi	4
19	Michael Reid Mackay	9
19	Patti Tippo	11
19	Simon Callow	3
19	Sophie Okonedo	6
19	Tommy Davidson	7
20	Aida Turturro	19
20	Alvaleta Guess	34
20	Angel Caban	7
20	Bill Nunn	13
20	Chris Cooper	5
20	Christopher Anthony Young	27
20	David Tawil	35
20	Greg McKinney	12
20	Jack O'Connell	22
20	Jack A. O'Connell	33
20	Jennifer Lopez	3
20	Jeremy Roberts	16
20	Joe Grifasi	6
20	John Cenatiempo	8
20	John Norman Thomas	30
20	Jose Soto	26
20	Jose Zuniga	29
20	Michael Artura	31
20	Mitch Kolpan	28
20	Moss Porter	24
20	Nelson Vasquez	20
20	Oni Faida Lampley	10
20	Richard Grove	9
20	Robert Blake	4
20	Ron Ryan	17
20	Saul Stein	18
20	Scott Sowers	32
20	Sharon Schaffer	25
20	Skipp Sudduth	36
20	Steve Randazzo	15
20	Thomas G. Waites	21
20	Vincent Laresca	11
20	Vincent Pastore	14
20	Vincent Patrick	23
20	Wesley Snipes	1
20	Woody Harrelson	2
21	Alex Rocco	24
21	Alfred Dennis	13
21	Barry Sonnenfeld	30
21	Bernard Hocke	18
21	Bette Midler	9
21	Bobby Slayton	34
21	Carlease Burke	11
21	Danny DeVito	4
21	David Groh	16
21	David Paymer	8
21	Delroy Lindo	6
21	Dennis Farina	5
21	Gene Hackman	2
21	Greg Goossen	15
21	Harvey Keitel	20
21	Jack Conley	32
21	Jacob Vargas	28
21	James Gandolfini	7
21	Jeffrey J. Stephan	27
21	John Cothran Jr.	12
21	John Travolta	1
21	Jon Gries	33
21	Linda Hart	17
21	Martin Ferrero	14
21	Miguel Sandoval	25
21	Patrick Breen	10
21	Penny Marshall	29
21	Ralph Manza	21
21	Rebeca Arthur	31
21	Rene Russo	3
21	Renee Props	23
21	Ron Karabatsos	19
21	Vito Scotti	26
21	Zach Phifer	22
22	Anthony Moore	26
22	Arlon G. Greene	44
22	Bert Kinyon	47
22	Bill Bonham	7
22	Bob Greene	29
22	Brian Russell	18
22	Charles Branklyn	20
22	Christopher Beale	22
22	Corie Henninger	25
22	Damon Lawner	49
22	Danny Kovacs	12
22	David Ferguson	30
22	David Michael Silverman	58
22	Dennis Richmond	54
22	Dermot Mulroney	3
22	Diane Amos	28
22	Donald West	19
22	Doug Morrison	51
22	Edith Bryson	39
22	Eleva Singleton	59
22	Floyd Gale Holland	46
22	Gena Bingham	38
22	Hansford Prince	27
22	Harry Connick Jr.	6
22	Holly Hunter	2
22	James Cunningham	9
22	Jay Jacobus	23
22	J.E. Freeman	10
22	Jeni Chua	40
22	John Charles Morris	50
22	John Rothman	13
22	Johnetta Shearer	57
22	Katherine Fitzhugh	43
22	Kathleen Stefano	35
22	Keith Phillips	53
22	Kelly De Martino	36
22	Kelvin Han Yee	16
22	Kenny Kwong	32
22	Lee Kopp	48
22	Nick Scoggin	56
22	Rebecca Jane Klingler	34
22	Richard Conti	41
22	Rob Nilsson	17
22	Robert Benscoter	37
22	Ron Kaell	24
22	Russ Christoff	31
22	Scott W. de Venney	21
22	Shannon O'Hurley	33
22	Sigourney Weaver	1
22	S.J. Spinali	60
22	Stephanie Ann Smith	14
22	Stuart W. Yee	61
22	Tahmus Rounds	55
22	Terry Brown	8
22	Thomas J. Fieweger	42
22	Tony Haney	11
22	Victor Talmadge	15
22	Vincenetta Gunn	45
22	Will Patton	5
22	William McNamara	4
22	William Oates	52
23	Rain	1
23	Adriana Altaras	16
23	Anna Sawai	22
23	Ben Miles	3
23	David Leitch	29
23	Eleonore Weisgerber	19
23	Guido Foehrweisser	6
23	Hans Hohlbein	26
23	Ill-Young Kim	12
23	Jens Neuhaus	32
23	Johannes Ahn	35
23	Jonathan Chan-Pensley	11
23	Joon Lee	20
23	Kai Fung Rieck	21
23	Kylie Goldstein	36
23	Kylie Liya Goldstein	17
23	Linh-Dan Pham	14
23	Matthias Schendel	34
23	Mina Ghousi	25
23	Naomie Harris	2
23	Nhi Ngoc Nguyen-Hermann	27
23	Patrick Pinheiro	33
23	Randall Duk Kim	9
23	Richard van Weyden	24
23	Rick Yune	4
23	Shô Kosugi	5
23	Steffen Groth	31
23	Stephen Marcus	7
23	Sung Kang	10
23	Thorston Manderlay	23
23	Tim Williams	28
23	Vladimir Tarasjanz	8
23	Wolfgang Stegemann	30
23	Yoon Sungwoong	18
23	Yu Fang	15
23	Yuki Iwamoto	13
24	Alex Allen Morris	14
24	Barry Berfield	16
24	Bill Grant-Minchen	21
24	Bonnie Gallup	20
24	Bradford Tatum	6
24	Brady Coleman	13
24	Brandon Smith (I)	5
24	Chad Cox	17
24	Dannete McMann	24
24	Dee Macaluso	22
24	Esteban Powell	12
24	James Houston	15
24	Jeff Goldblum	4
24	Joe Marchman	23
24	Lance Henriksen	3
24	Mary Steenburgen	1
24	Meason Wiley	26
24	Missy Crider	10
24	Paula Engel	18
24	Philip Maurice Hayes	11
24	Ray Wise	9
24	Reed Frerichs	19
24	Sean Patrick Flanery	2
24	Susan Tyrrell	7
24	Tom Tarantini	25
24	Woody Watson	8
25	David Brisbin	27
25	Richard Lewis	4
25	Albert Henderson	12
25	Anne Lange	16
25	Bill Thompson	37
25	Bob Rafelson	31
25	Carey Lowell	19
25	Danny Huston	29
25	David Kriegel	15
25	Ed Lauter	17
25	Elisabeth Shue	2
25	French Stewart	35
25	Gordon Michaels	34
25	Graham Beckel	6
25	Julian Lennon	18
25	Julian Sands	3
25	Kim Adams	7
25	Laurie Metcalf	20
25	Lou Rawls	23
25	Lucinda Jenney	13
25	Marc Coppola	33
25	Mariska Hargitay	11
25	Michael A. Goorjian	10
25	Nicolas Cage	1
25	Paul Quinn	22
25	R. Lee Ermey	28
25	Sergio Premoli	21
25	Shawnee Smith	24
25	Steven Weber	26
25	Stuart Regen	32
25	Susan Barnes	8
25	Thomas Kopache	14
25	Tracy Thorne	25
25	Valeria Golino	5
25	Vincent Ward	36
25	Waldemar Kalinowski	30
25	Xander Berkeley	9
26	André Oumansky	12
26	Anna Patrick	6
26	Gabriele Ferzetti	8
26	Indra Ove	13
26	Irène Jacob	2
26	John Savident	10
26	Kenneth Branagh	3
26	Laurence Fishburne	1
26	Michael Maloney	5
26	Michael Sheen	14
26	Nathaniel Parker	4
26	Nicholas Farrell	7
26	Oliver Parker	15
26	Philip Locke	9
26	Pierre Vaneck	11
27	Alice Tew	32
27	Ashleigh Aston Moore	4
27	Beverly Shelton	29
27	Bonnie Hunt	11
27	Bradley Coryell	20
27	Brandon Kleyla	19
27	Brendan Fraser	9
27	Carl Espy	23
27	Christina Ricci	1
27	Cloris Leachman	12
27	Demi Moore	5
27	Devon Sawa	18
27	Gaby Hoffmann	3
27	Geoff McKnight	26
27	Hank Azaria	7
27	James Paul Cleckler	21
27	Jamison B. Dowd	22
27	Janeane Garofalo	17
27	Joey Stinson	30
27	Justin Humphrey	25
27	Kellen Crosby	16
27	Lolita Davidovich	8
27	Melanie Griffith	10
27	Ric Reitz	13
27	Rita Wilson	15
27	Rosie O'Donnell	6
27	Thora Birch	2
27	Travis Robertson	28
27	T.S. Morgan	27
27	Tucker Stone	31
27	Walter Sparrow	14
27	Willa Glen	24
28	Amanda Root	1
28	Ciarán Hinds	2
28	Corin Redgrave	10
28	Darlene Johnson	16
28	David Collings	4
28	Felicity Dean	6
28	Fiona Shaw	11
28	Jane Wood	15
28	John Woodvine	14
28	Judy Cornwell	5
28	Ken Shorter	12
28	Lonnie James	8
28	Niall Refoy	18
28	Phoebe Nicholls	9
28	Roger Hammond	7
28	Samuel West	19
28	Simon Russell Beale	17
28	Sophie Thompson	13
28	Susan Fleetwood	3
29	Briac Barthelemy	18
29	Cris Huerta	16
29	Daniel Emilfork	2
29	Dominique Pinon	4
29	Francois Hadji-Lazaro	17
29	Genevieve Brunet	6
29	Ham-Chau Luong	11
29	Hong-Mai Thomas	20
29	Jean-Claude Dreyfus	5
29	Jean-Louis Trintignant	14
29	Joseph Lucien	19
29	Judith Vittet	3
29	Lorella Cravotta	7
29	Mapi Galán	8
29	Marc Caro	15
29	Mireille Mosse	21
29	Nane Germon	9
29	Ron Perlman	1
29	Rufus	13
29	Serge Merlin	12
29	Ticky Holgado	10
30	Fu Biao	9
30	Li Gong	1
30	Jiang Baoying	6
30	Baotian Li	2
30	Li Xuejian	3
30	Liu Jiang	10
30	Shu Chen	7
30	Sun Chun	4
30	Wang Xiaoxiao	5
30	Xuejian Li	8
30	Yang Qianquan	11
31	Wade Dominguez	21
31	Al Israel	10
31	Beatrice Winde	17
31	Bernie Pock	15
31	Bruklin Harris	5
31	Courtney B. Vance	3
31	Ebony Jerido	11
31	George Dzundza	2
31	Irene Olga Lopez	12
31	Ivan Sergei	20
31	John Neville	14
31	Karina Arroyave	18
31	Lorraine Toussaint	16
31	Michelle Pfeiffer	1
31	Paula Garcés	8
31	Renoly Santiago	6
31	Richard Grant	9
31	Robin Bartlett	4
31	Roman Cisneros	19
31	Sarah Marshall	13
31	Skye Bassett	7
32	Bhiravi Vaidhy	1
32	Dilip Satgare	2
32	Haresh Mehta	3
32	Harish Panchal	4
32	Kamlesh Shah	5
32	Kishore Sachadev	6
32	Nilesh Joshi	7
32	Purvi Vyas	8
32	Rajul Diwan	9
32	Ram Milan	10
32	Vikram Shah	11
33	Freddy Andreiuci	1
33	Balinder Johal	1
33	Ron Sauvé	1
33	Craig Sheffer	1
33	Elizabeth McGovern	1
33	Ken Pogue	1
33	Molly Parker	1
33	Tom Hulce	1
33	Val Kilmer	1
34	John Doyle	11
34	Charles Bartlett	34
34	Christine Cavanaugh	3
34	Courtland Mead	30
34	Danny Mann	5
34	David Webb	32
34	Doris Grau	14
34	Helen O'Connor	19
34	Hugo Weaving	6
34	Jacqueline Brennan	27
34	James Cromwell	1
34	Jane Alden	8
34	John Erwin	24
34	Julie Forsyth	33
34	Justin Monjo	31
34	Kerry Walker	22
34	Kimberly Bailey	26
34	Maeve Germaine	28
34	Magda Szubanski	2
34	Marshall Napier	18
34	Matthew Long	29
34	Michael Edward-Stevens	7
34	Michelle Davison	25
34	Miriam Flynn	12
34	Miriam Margolyes	4
34	Neil Ross	23
34	Paige Pollack	20
34	Patrika Darbo	10
34	Paul Goddard	13
34	Rosanna Huffman	15
34	Roscoe Lee Browne	9
34	Russi Taylor	35
34	Russie Taylor	21
34	Tina Lifford	17
34	Tony Hughes	16
35	Alex Kingston	9
35	Christopher Birch	13
35	David Ryall	12
35	Emma Thompson	1
35	Janet McTeer	10
35	Jeremy Northam	14
35	Jonathan Pryce	2
35	Neville Phillips	11
35	Penelope Wilton	6
35	Peter Blythe	7
35	Richard Clifford	8
35	Rufus Sewell	5
35	Samuel West	4
35	Steven Waddington	3
36	Adam Nelson	22
36	Adele Robbins	27
36	Alec Gifford	15
36	Amy Long	17
36	Barton Heyman	16
36	Celia Weston	6
36	Clancy Brown	11
36	Cortez Nance Jr.	21
36	Jack Black	28
36	Kevin Cooney	13
36	Larry Pine	23
36	Lenore Banks	8
36	Lois Smith	25
36	Margo Martindale	19
36	Michael Cullen	14
36	Mike Longman	18
36	Nesbitt Blaisdell	9
36	Pamela Garmon	29
36	Peter Sarsgaard	31
36	R. Lee Ermey	5
36	Ray Aranha	7
36	Raymond J. Barry	4
36	Robert Prosky	3
36	Roberta Maxwell	20
36	Sally Ann Roberts	24
36	Scott Sowers	30
36	Scott Wilson	26
36	Sean Penn	2
36	Steve Boles	10
36	Steve Carlisle	12
36	Susan Sarandon	1
37	Abby Lewis	10
37	Ali Hoffman	3
37	Ave Hoffman	6
37	Donald Trump	9
37	John McDonough	2
37	Matt Malloy	8
37	Pat Flynn	12
37	Peter Boyden	5
37	Peter Reznick	1
37	Peter Reznik	11
37	Philip Levy	7
37	Victor Steinbach	4
38	Ashley Olsen	4
38	Desmond Robertson	12
38	Ellen-Ray Hennessey	9
38	Ernie Grunwald	11
38	Gerry Parkes	8
38	Jane Sibbett	6
38	Kirstie Alley	1
38	Lawrence Z. Dane	7
38	Mary Kate	13
38	Mary-Kate Olsen	3
38	Michelle Grisom	10
38	Philip Bosco	5
38	Steve Guttenberg	2
39	Dorka Gryllus	1
